FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;COMUNA;FECHA(YYYYMMDD)
190716;0;53;;;Santiago;20190716
190717;0;63;;;Santiago;20190717
190718;0;55;;;Santiago;20190718
190719;0;64;;;Santiago;20190719
190720;0;61;;;Santiago;20190720
190721;0;12;;;Santiago;20190721
190722;0;14;;;Santiago;20190722
190723;0;37;;;Santiago;20190723
190724;0;39;;;Santiago;20190724
190725;0;39;;;Santiago;20190725
190726;0;51;;;Santiago;20190726
190727;0;65;;;Santiago;20190727
190728;0;60;;;Santiago;20190728
190729;0;36;;;Santiago;20190729
190730;0;37;;;Santiago;20190730
190731;0;20;;;Santiago;20190731
190801;0;12;;;Santiago;20190801
190802;0;31;;;Santiago;20190802
190803;0;47;;;Santiago;20190803
190804;0;36;;;Santiago;20190804
190805;0;35;;;Santiago;20190805
190806;0;29;;;Santiago;20190806
190807;0;17;;;Santiago;20190807
190808;0;21;;;Santiago;20190808
190809;0;37;;;Santiago;20190809
190810;0;49;;;Santiago;20190810
190811;0;20;;;Santiago;20190811
190812;0;23;;;Santiago;20190812
190813;0;57;;;Santiago;20190813
190814;0;30;;;Santiago;20190814
190815;0;32;;;Santiago;20190815
190816;0;34;;;Santiago;20190816
190817;0;26;;;Santiago;20190817
190818;0;30;;;Santiago;20190818
190819;0;45;;;Santiago;20190819
190820;0;38;;;Santiago;20190820
190821;0;37;;;Santiago;20190821
190822;0;49;;;Santiago;20190822
190823;0;34;;;Santiago;20190823
190824;0;37;;;Santiago;20190824
190825;0;29;;;Santiago;20190825
190826;0;30;;;Santiago;20190826
190827;0;33;;;Santiago;20190827
190828;0;23;;;Santiago;20190828
190829;0;16;;;Santiago;20190829
190830;0;19;;;Santiago;20190830
190831;0;31;;;Santiago;20190831
190901;0;34;;;Santiago;20190901
190902;0;21;;;Santiago;20190902
190903;0;26;;;Santiago;20190903
190904;0;28;;;Santiago;20190904
190905;0;12;;;Santiago;20190905
190906;0;11;;;Santiago;20190906
190907;0;11;;;Santiago;20190907
190908;0;15;;;Santiago;20190908
190909;0;9;;;Santiago;20190909
190910;0;17;;;Santiago;20190910
190911;0;11;;;Santiago;20190911
190912;0;23;;;Santiago;20190912
190913;0;24;;;Santiago;20190913
190914;0;22;;;Santiago;20190914
190915;0;10;;;Santiago;20190915
190916;0;11;;;Santiago;20190916
190917;0;17;;;Santiago;20190917
190918;0;20;;;Santiago;20190918
190919;0;12;;;Santiago;20190919
190920;0;13;;;Santiago;20190920
190921;0;24;;;Santiago;20190921
190922;0;26;;;Santiago;20190922
190923;0;18;;;Santiago;20190923
190924;0;22;;;Santiago;20190924
190925;0;30;;;Santiago;20190925
190926;0;27;;;Santiago;20190926
190927;0;17;;;Santiago;20190927
190928;0;19;;;Santiago;20190928
190929;0;16;;;Santiago;20190929
190930;0;7;;;Santiago;20190930
191001;0;6;;;Santiago;20191001
191002;0;9;;;Santiago;20191002
191003;0;10;;;Santiago;20191003
191004;0;14;;;Santiago;20191004
191005;0;18;;;Santiago;20191005
191006;0;17;;;Santiago;20191006
191007;0;13;;;Santiago;20191007
191008;0;15;;;Santiago;20191008
191009;0;21;;;Santiago;20191009
191010;0;23;;;Santiago;20191010
191011;0;21;;;Santiago;20191011
191012;0;34;;;Santiago;20191012
191013;0;35;;;Santiago;20191013
191014;0;10;;;Santiago;20191014
191015;0;12;;;Santiago;20191015
191016;0;13;;;Santiago;20191016
191017;0;13;;;Santiago;20191017
191018;0;17;;;Santiago;20191018
191019;0;19;;;Santiago;20191019
191020;0;12;;;Santiago;20191020
191021;0;24;;;Santiago;20191021
191022;0;21;;;Santiago;20191022
191023;0;23;;;Santiago;20191023
191024;0;15;;;Santiago;20191024
191025;0;18;;;Santiago;20191025
191026;0;12;;;Santiago;20191026
191027;0;8;;;Santiago;20191027
191028;0;5;;;Santiago;20191028
191029;0;9;;;Santiago;20191029
191030;0;12;;;Santiago;20191030
191031;0;10;;;Santiago;20191031
191101;0;6;;;Santiago;20191101
191102;0;11;;;Santiago;20191102
191103;0;11;;;Santiago;20191103
191104;0;11;;;Santiago;20191104
191105;0;13;;;Santiago;20191105
191106;0;14;;;Santiago;20191106
191107;0;14;;;Santiago;20191107
191108;0;25;;;Santiago;20191108
191109;0;19;;;Santiago;20191109
191110;0;16;;;Santiago;20191110
191111;0;17;;;Santiago;20191111
191112;0;16;;;Santiago;20191112
191113;0;18;;;Santiago;20191113
191114;0;15;;;Santiago;20191114
191115;0;18;;;Santiago;20191115
191116;0;9;;;Santiago;20191116
191117;0;9;;;Santiago;20191117
191118;0;14;;;Santiago;20191118
191119;0;20;;;Santiago;20191119
191120;0;16;;;Santiago;20191120
191121;0;16;;;Santiago;20191121
191122;0;14;;;Santiago;20191122
191123;0;10;;;Santiago;20191123
191124;0;8;;;Santiago;20191124
191125;0;8;;;Santiago;20191125
191126;0;9;;;Santiago;20191126
191127;0;14;;;Santiago;20191127
191128;0;11;;;Santiago;20191128
191129;0;7;;;Santiago;20191129
191130;0;12;;;Santiago;20191130
191201;0;14;;;Santiago;20191201
191202;0;17;;;Santiago;20191202
191203;0;13;;;Santiago;20191203
191204;0;14;;;Santiago;20191204
191205;0;16;;;Santiago;20191205
191206;0;20;;;Santiago;20191206
191207;0;12;;;Santiago;20191207
191208;0;11;;;Santiago;20191208
191209;0;15;;;Santiago;20191209
191210;0;13;;;Santiago;20191210
191211;0;12;;;Santiago;20191211
191212;0;13;;;Santiago;20191212
191213;0;13;;;Santiago;20191213
191214;0;12;;;Santiago;20191214
191215;0;9;;;Santiago;20191215
191216;0;12;;;Santiago;20191216
191217;0;17;;;Santiago;20191217
191218;0;14;;;Santiago;20191218
191219;0;9;;;Santiago;20191219
191220;0;10;;;Santiago;20191220
191221;0;12;;;Santiago;20191221
191222;0;15;;;Santiago;20191222
191223;0;13;;;Santiago;20191223
191224;0;8;;;Santiago;20191224
191225;0;8;;;Santiago;20191225
191226;0;11;;;Santiago;20191226
191227;0;15;;;Santiago;20191227
191228;0;16;;;Santiago;20191228
191229;0;12;;;Santiago;20191229
191230;0;13;;;Santiago;20191230
191231;0;15;;;Santiago;20191231
200101;0;15;;;Santiago;20200101
200102;0;14;;;Santiago;20200102
200103;0;16;;;Santiago;20200103
200104;0;15;;;Santiago;20200104
200105;0;14;;;Santiago;20200105
200106;0;15;;;Santiago;20200106
200107;0;13;;;Santiago;20200107
200108;0;8;;;Santiago;20200108
200109;0;11;;;Santiago;20200109
200110;0;13;;;Santiago;20200110
200111;0;14;;;Santiago;20200111
200112;0;13;;;Santiago;20200112
200113;0;14;;;Santiago;20200113
200114;0;14;;;Santiago;20200114
200115;0;13;;;Santiago;20200115
200116;0;22;;;Santiago;20200116
200117;0;22;;;Santiago;20200117
200118;0;22;;;Santiago;20200118
200119;0;17;;;Santiago;20200119
200120;0;18;;;Santiago;20200120
200121;0;17;;;Santiago;20200121
200122;0;15;;;Santiago;20200122
200123;0;12;;;Santiago;20200123
200124;0;12;;;Santiago;20200124
200125;0;15;;;Santiago;20200125
200126;0;15;;;Santiago;20200126
200127;0;13;;;Santiago;20200127
200128;0;17;;;Santiago;20200128
200129;0;10;;;Santiago;20200129
200130;0;16;;;Santiago;20200130
200131;0;17;;;Santiago;20200131
200201;0;15;;;Santiago;20200201
200202;0;12;;;Santiago;20200202
200203;0;8;;;Santiago;20200203
200204;0;8;;;Santiago;20200204
200205;0;8;;;Santiago;20200205
200206;0;10;;;Santiago;20200206
200207;0;12;;;Santiago;20200207
200208;0;14;;;Santiago;20200208
200209;0;18;;;Santiago;20200209
200210;0;17;;;Santiago;20200210
200211;0;23;;;Santiago;20200211
200212;0;21;;;Santiago;20200212
200213;0;15;;;Santiago;20200213
200214;0;24;;;Santiago;20200214
200215;0;19;;;Santiago;20200215
200216;0;16;;;Santiago;20200216
200217;0;10;;;Santiago;20200217
200218;0;14;;;Santiago;20200218
200219;0;18;;;Santiago;20200219
200220;0;23;;;Santiago;20200220
200221;0;19;;;Santiago;20200221
200222;0;17;;;Santiago;20200222
200223;0;15;;;Santiago;20200223
200224;0;15;;;Santiago;20200224
200225;0;17;;;Santiago;20200225
200226;0;20;;;Santiago;20200226
200227;0;18;;;Santiago;20200227
200228;0;23;;;Santiago;20200228
200229;0;25;;;Santiago;20200229
200301;0;15;;;Santiago;20200301
200302;0;17;;;Santiago;20200302
200303;0;21;;;Santiago;20200303
200304;0;21;;;Santiago;20200304
200305;0;24;;;Santiago;20200305
200306;0;22;;;Santiago;20200306
200307;0;19;;;Santiago;20200307
200308;0;13;;;Santiago;20200308
200309;0;19;;;Santiago;20200309
200310;0;20;;;Santiago;20200310
200311;0;19;;;Santiago;20200311
200312;0;13;;;Santiago;20200312
200313;0;11;;;Santiago;20200313
200314;0;12;;;Santiago;20200314
200315;0;13;;;Santiago;20200315
200316;0;;;;Santiago;20200316
200317;0;;;;Santiago;20200317
200318;0;;;;Santiago;20200318
200319;0;;;;Santiago;20200319
200320;0;;;;Santiago;20200320
200321;0;;;;Santiago;20200321
200322;0;;;;Santiago;20200322
200323;0;;;;Santiago;20200323
200324;0;;;;Santiago;20200324
200325;0;;;;Santiago;20200325
200326;0;;;;Santiago;20200326
200327;0;16;;;Santiago;20200327
200328;0;22;;;Santiago;20200328
200329;0;20;;;Santiago;20200329
200330;0;23;;;Santiago;20200330
200331;0;18;;;Santiago;20200331
200401;0;16;;;Santiago;20200401
200402;0;19;;;Santiago;20200402
200403;0;30;;;Santiago;20200403
200404;0;26;;;Santiago;20200404
200405;0;16;;;Santiago;20200405
200406;0;16;;;Santiago;20200406
200407;0;17;;;Santiago;20200407
200408;0;26;;;Santiago;20200408
200409;0;25;;;Santiago;20200409
200410;0;21;;;Santiago;20200410
200411;0;21;;;Santiago;20200411
200412;0;25;;;Santiago;20200412
200413;0;22;;;Santiago;20200413
200414;0;24;;;Santiago;20200414
200415;0;27;;;Santiago;20200415
200416;0;31;;;Santiago;20200416
200417;0;31;;;Santiago;20200417
200418;0;23;;;Santiago;20200418
200419;0;17;;;Santiago;20200419
200420;0;18;;;Santiago;20200420
200421;0;18;;;Santiago;20200421
200422;0;26;;;Santiago;20200422
200423;0;23;;;Santiago;20200423
200424;0;15;;;Santiago;20200424
200425;0;17;;;Santiago;20200425
200426;0;10;;;Santiago;20200426
200427;0;7;;;Santiago;20200427
200428;0;12;;;Santiago;20200428
200429;0;20;;;Santiago;20200429
200430;0;28;;;Santiago;20200430
200501;0;32;;;Santiago;20200501
200502;0;30;;;Santiago;20200502
200503;0;28;;;Santiago;20200503
200504;0;23;;;Santiago;20200504
200505;0;23;;;Santiago;20200505
200506;0;31;;;Santiago;20200506
200507;0;28;;;Santiago;20200507
200508;0;38;;;Santiago;20200508
200509;0;33;;;Santiago;20200509
200510;0;22;;;Santiago;20200510
200511;0;25;;;Santiago;20200511
200512;0;26;;;Santiago;20200512
200513;0;38;;;Santiago;20200513
200514;0;28;;;Santiago;20200514
200515;0;27;;;Santiago;20200515
200516;0;25;;;Santiago;20200516
200517;0;21;;;Santiago;20200517
200518;0;30;;;Santiago;20200518
200519;0;31;;;Santiago;20200519
200520;0;26;;;Santiago;20200520
200521;0;18;;;Santiago;20200521
200522;0;31;;;Santiago;20200522
200523;0;33;;;Santiago;20200523
200524;0;25;;;Santiago;20200524
200525;0;26;;;Santiago;20200525
200526;0;26;;;Santiago;20200526
200527;0;35;;;Santiago;20200527
200528;0;40;;;Santiago;20200528
200529;0;43;;;Santiago;20200529
200530;0;42;;;Santiago;20200530
200531;0;46;;;Santiago;20200531
200601;0;29;;;Santiago;20200601
200602;0;38;;;Santiago;20200602
200603;0;10;;;Santiago;20200603
200604;0;23;;;Santiago;20200604
200605;0;37;;;Santiago;20200605
200606;0;35;;;Santiago;20200606
200607;0;41;;;Santiago;20200607
200608;0;42;;;Santiago;20200608
200609;0;40;;;Santiago;20200609
200610;0;45;;;Santiago;20200610
200611;0;49;;;Santiago;20200611
200612;0;19;;;Santiago;20200612
200613;0;30;;;Santiago;20200613
200614;0;24;;;Santiago;20200614
200615;0;27;;;Santiago;20200615
200616;0;39;;;Santiago;20200616
200617;0;17;;;Santiago;20200617
200618;0;33;;;Santiago;20200618
200619;0;24;;;Santiago;20200619
200620;0;28;;;Santiago;20200620
200621;0;39;;;Santiago;20200621
200622;0;35;;;Santiago;20200622
200623;0;6;;;Santiago;20200623
200624;0;6;;;Santiago;20200624
200625;0;25;;;Santiago;20200625
200626;0;25;;;Santiago;20200626
200627;0;44;;;Santiago;20200627
200628;0;33;;;Santiago;20200628
200629;0;17;;;Santiago;20200629
200630;0;20;;;Santiago;20200630
200701;0;18;;;Santiago;20200701
200702;0;32;;;Santiago;20200702
200703;0;39;;;Santiago;20200703
200704;0;12;;;Santiago;20200704
200705;0;9;;;Santiago;20200705
200706;0;25;;;Santiago;20200706
200707;0;37;;;Santiago;20200707
200708;0;24;;;Santiago;20200708
200709;0;40;;;Santiago;20200709
200710;0;51;;;Santiago;20200710
200711;0;60;;;Santiago;20200711
200712;0;59;;;Santiago;20200712
200713;0;60;;;Santiago;20200713
200714;0;37;;;Santiago;20200714
200715;0;60;;;Santiago;20200715
200716;0;58;;;Santiago;20200716
200717;0;57;;;Santiago;20200717
200718;0;45;;;Santiago;20200718
200719;0;27;;;Santiago;20200719
200720;0;13;;;Santiago;20200720
200721;0;10;;;Santiago;20200721
200722;0;14;;;Santiago;20200722
200723;0;40;;;Santiago;20200723
200724;0;25;;;Santiago;20200724
200725;0;41;;;Santiago;20200725
200726;0;71;;;Santiago;20200726
200727;0;49;;;Santiago;20200727
200728;0;49;;;Santiago;20200728
200729;0;40;;;Santiago;20200729
200730;0;32;;;Santiago;20200730
200731;0;60;;;Santiago;20200731
200801;0;44;;;Santiago;20200801
200802;0;48;;;Santiago;20200802
200803;0;41;;;Santiago;20200803
200804;0;36;;;Santiago;20200804
200805;0;15;;;Santiago;20200805
200806;0;19;;;Santiago;20200806
200807;0;46;;;Santiago;20200807
200808;0;40;;;Santiago;20200808
200809;0;31;;;Santiago;20200809
200810;0;22;;;Santiago;20200810
200811;0;22;;;Santiago;20200811
200812;0;33;;;Santiago;20200812
200813;0;36;;;Santiago;20200813
200814;0;20;;;Santiago;20200814
200815;0;39;;;Santiago;20200815
200816;0;47;;;Santiago;20200816
200817;0;26;;;Santiago;20200817
200818;0;18;;;Santiago;20200818
200819;0;28;;;Santiago;20200819
200820;0;38;;;Santiago;20200820
200821;0;33;;;Santiago;20200821
200822;0;30;;;Santiago;20200822
200823;0;15;;;Santiago;20200823
200824;0;10;;;Santiago;20200824
200825;0;12;;;Santiago;20200825
200826;0;7;;;Santiago;20200826
200827;0;14;;;Santiago;20200827
200828;0;15;;;Santiago;20200828
200829;0;12;;;Santiago;20200829
200830;0;22;;;Santiago;20200830
200831;0;20;;;Santiago;20200831
200901;0;15;;;Santiago;20200901
200902;0;27;;;Santiago;20200902
200903;0;24;;;Santiago;20200903
200904;0;28;;;Santiago;20200904
200905;0;19;;;Santiago;20200905
200906;0;24;;;Santiago;20200906
200907;0;20;;;Santiago;20200907
200908;0;20;;;Santiago;20200908
200909;0;23;;;Santiago;20200909
200910;0;16;;;Santiago;20200910
200911;0;21;;;Santiago;20200911
200912;0;41;;;Santiago;20200912
200913;0;21;;;Santiago;20200913
200914;0;22;;;Santiago;20200914
200915;0;20;;;Santiago;20200915
200916;0;26;;;Santiago;20200916
200917;0;26;;;Santiago;20200917
200918;0;24;;;Santiago;20200918
200919;0;22;;;Santiago;20200919
200920;0;19;;;Santiago;20200920
200921;0;21;;;Santiago;20200921
200922;0;19;;;Santiago;20200922
200923;0;21;;;Santiago;20200923
200924;0;22;;;Santiago;20200924
200925;0;14;;;Santiago;20200925
200926;0;7;;;Santiago;20200926
200927;0;14;;;Santiago;20200927
200928;0;16;;;Santiago;20200928
200929;0;13;;;Santiago;20200929
200930;0;9;;;Santiago;20200930
201001;0;11;;;Santiago;20201001
201002;0;11;;;Santiago;20201002
201003;0;9;;;Santiago;20201003
201004;0;6;;;Santiago;20201004
201005;0;14;;;Santiago;20201005
201006;0;14;;;Santiago;20201006
201007;0;18;;;Santiago;20201007
201008;0;14;;;Santiago;20201008
201009;0;19;;;Santiago;20201009
201010;0;14;;;Santiago;20201010
201011;0;14;;;Santiago;20201011
201012;0;15;;;Santiago;20201012
201013;0;17;;;Santiago;20201013
201014;0;21;;;Santiago;20201014
201015;0;24;;;Santiago;20201015
201016;0;18;;;Santiago;20201016
201017;0;23;;;Santiago;20201017
201018;0;20;;;Santiago;20201018
201019;0;13;;;Santiago;20201019
201020;0;12;;;Santiago;20201020
201021;0;13;;;Santiago;20201021
201022;0;18;;;Santiago;20201022
201023;0;17;;;Santiago;20201023
201024;0;12;;;Santiago;20201024
201025;0;6;;;Santiago;20201025
201026;0;15;;;Santiago;20201026
201027;0;8;;;Santiago;20201027
201028;0;11;;;Santiago;20201028
201029;0;12;;;Santiago;20201029
201030;0;16;;;Santiago;20201030
201031;0;19;;;Santiago;20201031
201101;0;13;;;Santiago;20201101
201102;0;16;;;Santiago;20201102
201103;0;17;;;Santiago;20201103
201104;0;15;;;Santiago;20201104
201105;0;12;;;Santiago;20201105
201106;0;15;;;Santiago;20201106
201107;0;14;;;Santiago;20201107
201108;0;13;;;Santiago;20201108
201109;0;14;;;Santiago;20201109
201110;0;14;;;Santiago;20201110
201111;0;14;;;Santiago;20201111
201112;0;15;;;Santiago;20201112
201113;0;12;;;Santiago;20201113
201114;0;10;;;Santiago;20201114
201115;0;8;;;Santiago;20201115
201116;0;10;;;Santiago;20201116
201117;0;13;;;Santiago;20201117
201118;0;13;;;Santiago;20201118
201119;0;11;;;Santiago;20201119
201120;0;7;;;Santiago;20201120
201121;0;7;;;Santiago;20201121
201122;0;8;;;Santiago;20201122
201123;0;8;;;Santiago;20201123
201124;0;6;;;Santiago;20201124
201125;0;10;;;Santiago;20201125
201126;0;12;;;Santiago;20201126
201127;0;17;;;Santiago;20201127
201128;0;14;;;Santiago;20201128
201129;0;9;;;Santiago;20201129
201130;0;8;;;Santiago;20201130
201201;0;11;;;Santiago;20201201
201202;0;12;;;Santiago;20201202
201203;0;9;;;Santiago;20201203
201204;0;14;;;Santiago;20201204
201205;0;15;;;Santiago;20201205
201206;0;14;;;Santiago;20201206
201207;0;12;;;Santiago;20201207
201208;0;10;;;Santiago;20201208
201209;0;9;;;Santiago;20201209
201210;0;9;;;Santiago;20201210
201211;0;10;;;Santiago;20201211
201212;0;;;;Santiago;20201212
201213;0;7;;;Santiago;20201213
201214;0;9;;;Santiago;20201214
201215;0;;;;Santiago;20201215
201216;0;11;;;Santiago;20201216
201217;0;14;;;Santiago;20201217
201218;0;9;;;Santiago;20201218
201219;0;9;;;Santiago;20201219
201220;0;9;;;Santiago;20201220
201221;0;10;;;Santiago;20201221
201222;0;13;;;Santiago;20201222
201223;0;16;;;Santiago;20201223
201224;0;14;;;Santiago;20201224
201225;0;12;;;Santiago;20201225
201226;0;12;;;Santiago;20201226
201227;0;9;;;Santiago;20201227
201228;0;10;;;Santiago;20201228
201229;0;10;;;Santiago;20201229
201230;0;10;;;Santiago;20201230
201231;0;14;;;Santiago;20201231
210101;0;18;;;Santiago;20210101
210102;0;11;;;Santiago;20210102
210103;0;12;;;Santiago;20210103
210104;0;11;;;Santiago;20210104
210105;0;13;;;Santiago;20210105
210106;0;15;;;Santiago;20210106
210107;0;14;;;Santiago;20210107
210108;0;12;;;Santiago;20210108
210109;0;13;;;Santiago;20210109
210110;0;5;;;Santiago;20210110
210111;0;7;;;Santiago;20210111
210112;0;9;;;Santiago;20210112
210113;0;9;;;Santiago;20210113
210114;0;13;;;Santiago;20210114
210115;0;13;;;Santiago;20210115
210116;0;10;;;Santiago;20210116
210117;0;11;;;Santiago;20210117
210118;0;16;;;Santiago;20210118
210119;0;19;;;Santiago;20210119
210120;0;17;;;Santiago;20210120
210121;0;17;;;Santiago;20210121
210122;0;17;;;Santiago;20210122
210123;0;13;;;Santiago;20210123
210124;0;13;;;Santiago;20210124
210125;0;14;;;Santiago;20210125
210126;0;13;;;Santiago;20210126
210127;0;14;;;Santiago;20210127
210128;0;11;;;Santiago;20210128
210129;0;9;;;Santiago;20210129
210130;0;6;;;Santiago;20210130
210131;0;5;;;Santiago;20210131
210201;0;7;;;Santiago;20210201
210202;0;13;;;Santiago;20210202
210203;0;14;;;Santiago;20210203
210204;0;15;;;Santiago;20210204
210205;0;15;;;Santiago;20210205
210206;0;13;;;Santiago;20210206
210207;0;16;;;Santiago;20210207
210208;0;9;;;Santiago;20210208
210209;0;11;;;Santiago;20210209
210210;0;15;;;Santiago;20210210
210211;0;12;;;Santiago;20210211
210212;0;16;;;Santiago;20210212
210213;0;13;;;Santiago;20210213
210214;0;11;;;Santiago;20210214
210215;0;12;;;Santiago;20210215
210216;0;12;;;Santiago;20210216
210217;0;10;;;Santiago;20210217
210218;0;6;;;Santiago;20210218
210219;0;8;;;Santiago;20210219
210220;0;10;;;Santiago;20210220
210221;0;9;;;Santiago;20210221
210222;0;9;;;Santiago;20210222
210223;0;11;;;Santiago;20210223
210224;0;14;;;Santiago;20210224
210225;0;16;;;Santiago;20210225
210226;0;17;;;Santiago;20210226
210227;0;18;;;Santiago;20210227
210228;0;13;;;Santiago;20210228
210301;0;13;;;Santiago;20210301
210302;0;16;;;Santiago;20210302
210303;0;16;;;Santiago;20210303
210304;0;14;;;Santiago;20210304
210305;0;14;;;Santiago;20210305
210306;0;11;;;Santiago;20210306
210307;0;11;;;Santiago;20210307
210308;0;11;;;Santiago;20210308
210309;0;12;;;Santiago;20210309
210310;0;16;;;Santiago;20210310
210311;0;13;;;Santiago;20210311
210312;0;12;;;Santiago;20210312
210313;0;12;;;Santiago;20210313
210314;0;12;;;Santiago;20210314
210315;0;;;4;Santiago;20210315
210316;0;;;0;Santiago;20210316
210317;0;;;;Santiago;20210317
210318;0;;;;Santiago;20210318
210319;0;;;;Santiago;20210319
210320;0;7;;;Santiago;20210320
210321;0;8;;;Santiago;20210321
210322;0;8;;;Santiago;20210322
210323;0;16;;;Santiago;20210323
210324;0;18;;;Santiago;20210324
210325;0;14;;;Santiago;20210325
210326;0;17;;;Santiago;20210326
210327;0;17;;;Santiago;20210327
210328;0;17;;;Santiago;20210328
210329;0;19;;;Santiago;20210329
210330;0;18;;;Santiago;20210330
210331;0;23;;;Santiago;20210331
210401;0;31;;;Santiago;20210401
210402;0;29;;;Santiago;20210402
210403;0;26;;;Santiago;20210403
210404;0;17;;;Santiago;20210404
210405;0;18;;;Santiago;20210405
210406;0;11;;;Santiago;20210406
210407;0;10;;;Santiago;20210407
210408;0;8;;;Santiago;20210408
210409;0;10;;;Santiago;20210409
210410;0;9;;;Santiago;20210410
210411;0;16;;;Santiago;20210411
210412;0;17;;;Santiago;20210412
210413;0;19;;;Santiago;20210413
210414;0;25;;;Santiago;20210414
210415;0;23;;;Santiago;20210415
210416;0;22;;;Santiago;20210416
210417;0;17;;;Santiago;20210417
210418;0;26;;;Santiago;20210418
210419;0;21;;;Santiago;20210419
210420;0;19;;;Santiago;20210420
210421;0;7;;;Santiago;20210421
210422;0;15;;;Santiago;20210422
210423;0;17;;;Santiago;20210423
210424;0;26;;;Santiago;20210424
210425;0;26;;;Santiago;20210425
210426;0;25;;;Santiago;20210426
210427;0;25;;;Santiago;20210427
210428;0;42;;;Santiago;20210428
210429;0;35;;;Santiago;20210429
210430;0;31;;;Santiago;20210430
210501;0;40;;;Santiago;20210501
210502;0;25;;;Santiago;20210502
210503;0;12;;;Santiago;20210503
210504;0;14;;;Santiago;20210504
210505;0;22;;;Santiago;20210505
210506;0;27;;;Santiago;20210506
210507;0;19;;;Santiago;20210507
210508;0;24;;;Santiago;20210508
210509;0;25;;;Santiago;20210509
210510;0;31;;;Santiago;20210510
210511;0;37;;;Santiago;20210511
210512;0;39;;;Santiago;20210512
210513;0;63;;;Santiago;20210513
210514;0;61;;;Santiago;20210514
210515;0;74;;;Santiago;20210515
210516;0;92;;;Santiago;20210516
210517;0;55;;;Santiago;20210517
210518;0;43;;;Santiago;20210518
210519;0;46;;;Santiago;20210519
210520;0;21;;;Santiago;20210520
210521;0;9;;;Santiago;20210521
210522;0;23;;;Santiago;20210522
210523;0;30;;;Santiago;20210523
210524;0;34;;;Santiago;20210524
210525;0;29;;;Santiago;20210525
210526;0;55;;;Santiago;20210526
210527;0;37;;;Santiago;20210527
210528;0;23;;;Santiago;20210528
210529;0;33;;;Santiago;20210529
210530;0;49;;;Santiago;20210530
210531;0;26;;;Santiago;20210531
210601;0;35;;;Santiago;20210601
210602;0;37;;;Santiago;20210602
210603;0;25;;;Santiago;20210603
210604;0;28;;;Santiago;20210604
210605;0;31;;;Santiago;20210605
210606;0;33;;;Santiago;20210606
210607;0;39;;;Santiago;20210607
210608;0;39;;;Santiago;20210608
210609;0;30;;;Santiago;20210609
210610;0;32;;;Santiago;20210610
210611;0;39;;;Santiago;20210611
210612;0;42;;;Santiago;20210612
210613;0;39;;;Santiago;20210613
210614;0;50;;;Santiago;20210614
210615;0;34;;;Santiago;20210615
210616;0;34;;;Santiago;20210616
210617;0;34;;;Santiago;20210617
210618;0;45;;;Santiago;20210618
210619;0;67;;;Santiago;20210619
210620;0;78;;;Santiago;20210620
210621;0;58;;;Santiago;20210621
210622;0;31;;;Santiago;20210622
210623;0;17;;;Santiago;20210623
210624;0;34;;;Santiago;20210624
210625;0;26;;;Santiago;20210625
210626;0;13;;;Santiago;20210626
210627;0;39;;;Santiago;20210627
210628;0;38;;;Santiago;20210628
210629;0;;;;Santiago;20210629
210630;0;;;;Santiago;20210630
210701;0;57;;;Santiago;20210701
210702;0;47;;;Santiago;20210702
210703;0;63;;;Santiago;20210703
210704;0;76;;;Santiago;20210704
210705;0;54;;;Santiago;20210705
210706;0;39;;;Santiago;20210706
210707;0;42;;;Santiago;20210707
210708;0;47;;;Santiago;20210708
210709;0;46;;;Santiago;20210709
210710;0;73;;;Santiago;20210710
210711;0;51;;;Santiago;20210711
210712;0;40;;;Santiago;20210712
210713;0;56;;;Santiago;20210713
210714;0;73;;;Santiago;20210714
210715;0;67;;;Santiago;20210715
210716;0;43;;;Santiago;20210716
210717;0;65;;;Santiago;20210717
210718;0;40;;;Santiago;20210718
210719;0;40;;;Santiago;20210719
210720;0;48;;;Santiago;20210720
210721;0;45;;;Santiago;20210721
210722;0;67;;;Santiago;20210722
210723;0;60;;;Santiago;20210723
210724;0;38;;;Santiago;20210724
210725;0;31;;;Santiago;20210725
210726;0;13;;;Santiago;20210726
210727;0;36;;;Santiago;20210727
210728;0;43;;;Santiago;20210728
210729;0;40;;;Santiago;20210729
210730;0;53;;;Santiago;20210730
210731;0;67;;;Santiago;20210731
210801;0;59;;;Santiago;20210801
210802;0;34;;;Santiago;20210802
210803;0;44;;;Santiago;20210803
210804;0;52;;;Santiago;20210804
210805;0;51;;;Santiago;20210805
210806;0;61;;;Santiago;20210806
210807;0;44;;;Santiago;20210807
210808;0;34;;;Santiago;20210808
210809;0;28;;;Santiago;20210809
210810;0;40;;;Santiago;20210810
210811;0;41;;;Santiago;20210811
210812;0;39;;;Santiago;20210812
210813;0;71;;;Santiago;20210813
210814;0;81;;;Santiago;20210814
210815;0;57;;;Santiago;20210815
210816;0;40;;;Santiago;20210816
210817;0;23;;;Santiago;20210817
210818;0;9;;;Santiago;20210818
210819;0;7;;;Santiago;20210819
210820;0;22;;;Santiago;20210820
210821;0;20;;;Santiago;20210821
210822;0;10;;;Santiago;20210822
210823;0;12;;;Santiago;20210823
210824;0;17;;;Santiago;20210824
210825;0;12;;;Santiago;20210825
210826;0;18;;;Santiago;20210826
210827;0;34;;;Santiago;20210827
210828;0;35;;;Santiago;20210828
