FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;COMUNA;FECHA(YYYYMMDD)
130330;0;;;13.4;Concepcion;20130330
130331;0;;;12.7;Concepcion;20130331
130401;0;;;24.9;Concepcion;20130401
130402;0;;;20.1;Concepcion;20130402
130403;0;;;17.4;Concepcion;20130403
130404;0;;;12.4;Concepcion;20130404
130405;0;;;6.6;Concepcion;20130405
130406;0;;;32.9;Concepcion;20130406
130407;0;;;28.6;Concepcion;20130407
130408;0;;;30.9;Concepcion;20130408
130409;0;;;9;Concepcion;20130409
130410;0;;;3.9;Concepcion;20130410
130411;0;;;9.5;Concepcion;20130411
130412;0;;;17.9;Concepcion;20130412
130413;0;;;20.3;Concepcion;20130413
130414;0;;;15.3;Concepcion;20130414
130415;0;;;10.2;Concepcion;20130415
130416;0;;;19.7;Concepcion;20130416
130417;0;;;14.4;Concepcion;20130417
130418;0;;;13.6;Concepcion;20130418
130419;0;;;38.3;Concepcion;20130419
130420;0;;;4.89999;Concepcion;20130420
130421;0;;;5.5;Concepcion;20130421
130422;0;;;7.7;Concepcion;20130422
130423;0;;;13.7;Concepcion;20130423
130424;0;;;48.5;Concepcion;20130424
130425;0;;;26.4;Concepcion;20130425
130426;0;;;15;Concepcion;20130426
130427;0;;;56.8;Concepcion;20130427
130428;0;;;;Concepcion;20130428
130429;0;;;;Concepcion;20130429
130430;0;;;;Concepcion;20130430
130501;0;;;;Concepcion;20130501
130502;0;;;;Concepcion;20130502
130503;0;;;;Concepcion;20130503
130504;0;;;;Concepcion;20130504
130505;0;;;;Concepcion;20130505
130506;0;;;;Concepcion;20130506
130507;0;;;46.3;Concepcion;20130507
130508;0;;;47.5;Concepcion;20130508
130509;0;;;45.6;Concepcion;20130509
130510;0;;;22.7;Concepcion;20130510
130511;0;;;14.6;Concepcion;20130511
130512;0;;;34.2;Concepcion;20130512
130513;0;;;69.3999;Concepcion;20130513
130514;0;;;63;Concepcion;20130514
130515;0;;;19.6;Concepcion;20130515
130516;0;;;39.6;Concepcion;20130516
130517;0;;;26.6;Concepcion;20130517
130518;0;;;51.6;Concepcion;20130518
130519;0;;;43.2;Concepcion;20130519
130520;0;;;53.9;Concepcion;20130520
130521;0;;;35.9;Concepcion;20130521
130522;0;;;44;Concepcion;20130522
130523;0;;;30.6;Concepcion;20130523
130524;0;;;22.5;Concepcion;20130524
130525;0;;;21.6;Concepcion;20130525
130526;0;;;20.6;Concepcion;20130526
130527;0;;;14;Concepcion;20130527
130528;0;;;8.29999;Concepcion;20130528
130529;0;;;19.8;Concepcion;20130529
130530;0;;;28;Concepcion;20130530
130531;0;;;15.6;Concepcion;20130531
130601;0;;;5.89999;Concepcion;20130601
130602;0;;;9.39;Concepcion;20130602
130603;0;;;12.505;Concepcion;20130603
130604;0;;;38.675;Concepcion;20130604
130605;0;;;16.82;Concepcion;20130605
130606;0;;;52.3;Concepcion;20130606
130607;0;;;28.265;Concepcion;20130607
130608;0;;;25.08;Concepcion;20130608
130609;0;;;31.57;Concepcion;20130609
130610;0;;;43.45;Concepcion;20130610
130611;0;;;29.025;Concepcion;20130611
130612;0;;;54.9;Concepcion;20130612
130613;0;;;32.935;Concepcion;20130613
130614;0;;;36.71;Concepcion;20130614
130615;0;;;25.12;Concepcion;20130615
130616;0;;;20.655;Concepcion;20130616
130617;0;;;22.39;Concepcion;20130617
130618;0;;;44.05;Concepcion;20130618
130619;0;;;23.365;Concepcion;20130619
130620;0;;;37.675;Concepcion;20130620
130621;0;;;40.5;Concepcion;20130621
130622;0;;;27.485;Concepcion;20130622
130623;0;;;18.51;Concepcion;20130623
130624;0;;;18.665;Concepcion;20130624
130625;0;;;35.4;Concepcion;20130625
130626;0;;;21.4;Concepcion;20130626
130627;0;;;12;Concepcion;20130627
130628;0;;;7.1;Concepcion;20130628
130629;0;;;14.3;Concepcion;20130629
130630;0;;;26.1;Concepcion;20130630
130701;0;;;38;Concepcion;20130701
130702;0;;;18.5;Concepcion;20130702
130703;0;;;6.3;Concepcion;20130703
130704;0;;;19.3;Concepcion;20130704
130705;0;;;31.3;Concepcion;20130705
130706;0;;;34.5;Concepcion;20130706
130707;0;;;35.8;Concepcion;20130707
130708;0;;;26.5;Concepcion;20130708
130709;0;;;17.6;Concepcion;20130709
130710;0;;;2.4;Concepcion;20130710
130711;0;;;34.4;Concepcion;20130711
130712;0;;;49.6;Concepcion;20130712
130713;0;;;14.3;Concepcion;20130713
130714;0;;;30.6;Concepcion;20130714
130715;0;;;41;Concepcion;20130715
130716;0;;;34.3;Concepcion;20130716
130717;0;;;28.1;Concepcion;20130717
130718;0;;;37.2;Concepcion;20130718
130719;0;;;33.4;Concepcion;20130719
130720;0;;;45.1;Concepcion;20130720
130721;0;;;46.9;Concepcion;20130721
130722;0;;;23;Concepcion;20130722
130723;0;;;32.7;Concepcion;20130723
130724;0;;;70;Concepcion;20130724
130725;0;;;43.6;Concepcion;20130725
130726;0;;;49.8;Concepcion;20130726
130727;0;;;42.2;Concepcion;20130727
130728;0;;;55.4;Concepcion;20130728
130729;0;;;29.5;Concepcion;20130729
130730;0;;;39.3;Concepcion;20130730
130731;0;;;11.2;Concepcion;20130731
130801;0;;;29.3;Concepcion;20130801
130802;0;;;35.9;Concepcion;20130802
130803;0;;;18.2;Concepcion;20130803
130804;0;;;6.5;Concepcion;20130804
130805;0;;;11;Concepcion;20130805
130806;0;;;40.5;Concepcion;20130806
130807;0;;;16.5;Concepcion;20130807
130808;0;;;19.7;Concepcion;20130808
130809;0;;;35;Concepcion;20130809
130810;0;;;32.3;Concepcion;20130810
130811;0;;;41.1;Concepcion;20130811
130812;0;;;34.4;Concepcion;20130812
130813;0;;;23.4;Concepcion;20130813
130814;0;;;28.3;Concepcion;20130814
130815;0;;;22.1;Concepcion;20130815
130816;0;;;20.8;Concepcion;20130816
130817;0;;;24.4;Concepcion;20130817
130818;0;;;49.5;Concepcion;20130818
130819;0;;;31.9;Concepcion;20130819
130820;0;;;10.9;Concepcion;20130820
130821;0;;;45.1;Concepcion;20130821
130822;0;;;22.3;Concepcion;20130822
130823;0;;;35.2;Concepcion;20130823
130824;0;;;24.7;Concepcion;20130824
130825;0;;;23.4;Concepcion;20130825
130826;0;;;22.6;Concepcion;20130826
130827;0;;;24.2;Concepcion;20130827
130828;0;;;47.4;Concepcion;20130828
130829;0;;;41.5;Concepcion;20130829
130830;0;;;12.7;Concepcion;20130830
130831;0;;;12.15;Concepcion;20130831
130901;0;;;25.375;Concepcion;20130901
130902;0;;;33.98;Concepcion;20130902
130903;0;;;42.9;Concepcion;20130903
130904;0;;;29.65;Concepcion;20130904
130905;0;;;17.69;Concepcion;20130905
130906;0;;;4.59499;Concepcion;20130906
130907;0;;;5.92;Concepcion;20130907
130908;0;;;8.655;Concepcion;20130908
130909;0;;;9.48;Concepcion;20130909
130910;0;;;14.325;Concepcion;20130910
130911;0;;;;Concepcion;20130911
130912;0;;;35.08;Concepcion;20130912
130913;0;;;18.16;Concepcion;20130913
130914;0;;;18.2;Concepcion;20130914
130915;0;;;21.635;Concepcion;20130915
130916;0;;;37.09;Concepcion;20130916
130917;0;;;44.95;Concepcion;20130917
130918;0;;;48.7;Concepcion;20130918
130919;0;;;58.36;Concepcion;20130919
130920;0;;;40.02;Concepcion;20130920
130921;0;;;32.58;Concepcion;20130921
130922;0;;;74.9098;Concepcion;20130922
130923;0;;;70.25;Concepcion;20130923
130924;0;;;57.02;Concepcion;20130924
130925;0;;;23.5;Concepcion;20130925
130926;0;;;24.19;Concepcion;20130926
130927;0;;;67.7;Concepcion;20130927
130928;0;;;;Concepcion;20130928
130929;0;;;69.4298;Concepcion;20130929
130930;0;;;29.64;Concepcion;20130930
131001;0;;;22.16;Concepcion;20131001
131002;0;;;17.66;Concepcion;20131002
131003;0;;;23.65;Concepcion;20131003
131004;0;;;26.39;Concepcion;20131004
131005;0;;;21.58;Concepcion;20131005
131006;0;;;24.55;Concepcion;20131006
131007;0;;;22.97;Concepcion;20131007
131008;0;;;32.2599;Concepcion;20131008
131009;0;;;62.39;Concepcion;20131009
131010;0;;;51.34;Concepcion;20131010
131011;0;;;13.69;Concepcion;20131011
131012;0;;;16.35;Concepcion;20131012
131013;0;;;12.52;Concepcion;20131013
131014;0;;;9.39;Concepcion;20131014
131015;0;;;13.79;Concepcion;20131015
131016;0;;;15.84;Concepcion;20131016
131017;0;;;14.22;Concepcion;20131017
131018;0;;;11.85;Concepcion;20131018
131019;0;;;9.5;Concepcion;20131019
131020;0;;;4.99699;Concepcion;20131020
131021;0;;1;;Concepcion;20131021
131022;0;;;7.556;Concepcion;20131022
131023;0;;;17.38;Concepcion;20131023
131024;0;;;10.43;Concepcion;20131024
131025;0;;;12.39;Concepcion;20131025
131026;0;;;;Concepcion;20131026
131027;0;;;13.3;Concepcion;20131027
131028;0;;;15.88;Concepcion;20131028
131029;0;;;31.89;Concepcion;20131029
131030;0;;;18.72;Concepcion;20131030
131031;0;;;8.2;Concepcion;20131031
131101;0;;;3.982;Concepcion;20131101
131102;0;;;5.919;Concepcion;20131102
131103;0;;;8.78998;Concepcion;20131103
131104;0;;;9.29999;Concepcion;20131104
131105;0;;;11.29;Concepcion;20131105
131106;0;;;13.08;Concepcion;20131106
131107;0;;;6.035;Concepcion;20131107
131108;0;;;7.769;Concepcion;20131108
131109;0;;;9.25998;Concepcion;20131109
131110;0;;;4.00999;Concepcion;20131110
131111;0;;;6.438;Concepcion;20131111
131112;0;;;4.52599;Concepcion;20131112
131113;0;;;9.28998;Concepcion;20131113
131114;0;;;7.19398;Concepcion;20131114
131115;0;;;4.764;Concepcion;20131115
131116;0;;;9.64998;Concepcion;20131116
131117;0;;;13.93;Concepcion;20131117
131118;0;;;10.62;Concepcion;20131118
131119;0;;;11.64;Concepcion;20131119
131120;0;;;12.07;Concepcion;20131120
131121;0;;;12.41;Concepcion;20131121
131122;0;;;13.14;Concepcion;20131122
131123;0;;;10.97;Concepcion;20131123
131124;0;;;8.21999;Concepcion;20131124
131125;0;;;18.72;Concepcion;20131125
131126;0;;;12.23;Concepcion;20131126
131127;0;;;;Concepcion;20131127
131128;0;;;3.993;Concepcion;20131128
131129;0;;;8.48;Concepcion;20131129
131130;0;;;11.83;Concepcion;20131130
131201;0;;;11.39;Concepcion;20131201
131202;0;;;8.39;Concepcion;20131202
131203;0;;;9.82999;Concepcion;20131203
131204;0;;;13.9;Concepcion;20131204
131205;0;;;18.51;Concepcion;20131205
131206;0;;;4.33199;Concepcion;20131206
131207;0;;;7.925;Concepcion;20131207
131208;0;;;12.52;Concepcion;20131208
131209;0;;;5.183;Concepcion;20131209
131210;0;;;4.02;Concepcion;20131210
131211;0;;;4.036;Concepcion;20131211
131212;0;;;9.23;Concepcion;20131212
131213;0;;;25.64;Concepcion;20131213
131214;0;;;17.94;Concepcion;20131214
131215;0;;;17.57;Concepcion;20131215
131216;0;;;13.15;Concepcion;20131216
131217;0;;;9.29999;Concepcion;20131217
131218;0;;;7.57;Concepcion;20131218
131219;0;;;8.70998;Concepcion;20131219
131220;0;;;11.01;Concepcion;20131220
131221;0;;;12.42;Concepcion;20131221
131222;0;;;16.64;Concepcion;20131222
131223;0;;;20.9;Concepcion;20131223
131224;0;;;24.6;Concepcion;20131224
131225;0;;;17.7;Concepcion;20131225
131226;0;;;10.53;Concepcion;20131226
131227;0;;;9.01999;Concepcion;20131227
131228;0;;;;Concepcion;20131228
131229;0;;;10.05;Concepcion;20131229
131230;0;;;6.98199;Concepcion;20131230
131231;0;;;4.55499;Concepcion;20131231
140101;0;;;;Concepcion;20140101
140102;0;;;14.7;Concepcion;20140102
140103;0;;;17.4;Concepcion;20140103
140104;0;;;16.1;Concepcion;20140104
140105;0;;;9.2;Concepcion;20140105
140106;0;;;13.7;Concepcion;20140106
140107;0;;;10.5;Concepcion;20140107
140108;0;;;15.1;Concepcion;20140108
140109;0;;;7;Concepcion;20140109
140110;0;;;8.29999;Concepcion;20140110
140111;0;;;9.89998;Concepcion;20140111
140112;0;;;13.6;Concepcion;20140112
140113;0;;;9.29999;Concepcion;20140113
140114;0;;;13.1;Concepcion;20140114
140115;0;;;14.6;Concepcion;20140115
140116;0;;;6.8;Concepcion;20140116
140117;0;;;7;Concepcion;20140117
140118;0;;;7.7;Concepcion;20140118
140119;0;;;10.2;Concepcion;20140119
140120;0;;;5.5;Concepcion;20140120
140121;0;;;;Concepcion;20140121
140122;0;;;;Concepcion;20140122
140123;0;;;;Concepcion;20140123
140124;0;;;;Concepcion;20140124
140125;0;;;18.8;Concepcion;20140125
140126;0;;;6.89999;Concepcion;20140126
140127;0;;;9.09998;Concepcion;20140127
140128;0;;;8.39998;Concepcion;20140128
140129;0;;;10.9;Concepcion;20140129
140130;0;;;12.2;Concepcion;20140130
140131;0;;;2.6;Concepcion;20140131
140201;0;;;;Concepcion;20140201
140202;0;;;42.7;Concepcion;20140202
140203;0;;;;Concepcion;20140203
140204;0;;;;Concepcion;20140204
140205;0;;;;Concepcion;20140205
140206;0;;;;Concepcion;20140206
140207;0;;;;Concepcion;20140207
140208;0;;;;Concepcion;20140208
140209;0;;;;Concepcion;20140209
140210;0;;;;Concepcion;20140210
140211;0;;;35.5;Concepcion;20140211
140212;0;;;22;Concepcion;20140212
140213;0;;;17.8;Concepcion;20140213
140214;0;;;8.7;Concepcion;20140214
140215;0;;;9.39998;Concepcion;20140215
140216;0;;;13.4;Concepcion;20140216
140217;0;;;18.2;Concepcion;20140217
140218;0;;;13.1;Concepcion;20140218
140219;0;;;17.8;Concepcion;20140219
140220;0;;;23.4;Concepcion;20140220
140221;0;;;17.6;Concepcion;20140221
140222;0;;;17.7;Concepcion;20140222
140223;0;;;10.6;Concepcion;20140223
140224;0;;;9.7;Concepcion;20140224
140225;0;;;32.2;Concepcion;20140225
140226;0;;;11.6;Concepcion;20140226
140227;0;;;9.39998;Concepcion;20140227
140228;0;;;11.8;Concepcion;20140228
140301;0;;;14.2;Concepcion;20140301
140302;0;;;11.2;Concepcion;20140302
140303;0;;;10.2;Concepcion;20140303
140304;0;;;;Concepcion;20140304
140305;0;;;;Concepcion;20140305
140306;0;;;;Concepcion;20140306
140307;0;;;;Concepcion;20140307
140308;0;;;;Concepcion;20140308
140309;0;;;;Concepcion;20140309
140310;0;;;;Concepcion;20140310
140311;0;;;;Concepcion;20140311
140312;0;;;;Concepcion;20140312
140313;0;;;19.3;Concepcion;20140313
140314;0;;;6.8;Concepcion;20140314
140315;0;;;21.8;Concepcion;20140315
140316;0;;;;Concepcion;20140316
140317;0;;;23.5;Concepcion;20140317
140318;0;;;12.9;Concepcion;20140318
140319;0;;;12.4;Concepcion;20140319
140320;0;;;12.9;Concepcion;20140320
140321;0;;;10.1;Concepcion;20140321
140322;0;;;14.5;Concepcion;20140322
140323;0;;;15.6;Concepcion;20140323
140324;0;;;13.3;Concepcion;20140324
140325;0;;;17.3;Concepcion;20140325
140326;0;;;8;Concepcion;20140326
140327;0;;;13.3;Concepcion;20140327
140328;0;;;8;Concepcion;20140328
140329;0;;;36.89;Concepcion;20140329
140330;0;;;9.29999;Concepcion;20140330
140331;0;;;10.1;Concepcion;20140331
140401;0;;;11.7;Concepcion;20140401
140402;0;;;11.1;Concepcion;20140402
140403;0;;;14.8;Concepcion;20140403
140404;0;;;20.7;Concepcion;20140404
140405;0;;;21.4;Concepcion;20140405
140406;0;;;21.3;Concepcion;20140406
140407;0;;;9.89998;Concepcion;20140407
140408;0;;;9.79999;Concepcion;20140408
140409;0;;;11.5;Concepcion;20140409
140410;0;;;13.1;Concepcion;20140410
140411;0;;;15;Concepcion;20140411
140412;0;;;13.4;Concepcion;20140412
140413;0;;;16.9;Concepcion;20140413
140414;0;;;14.6;Concepcion;20140414
140415;0;;;6.39999;Concepcion;20140415
140416;0;;;7.8;Concepcion;20140416
140417;0;;;14.5;Concepcion;20140417
140418;0;;;19.8;Concepcion;20140418
140419;0;;;13.8;Concepcion;20140419
140420;0;;;17.2;Concepcion;20140420
140421;0;;;13.7;Concepcion;20140421
140422;0;;;18.4;Concepcion;20140422
140423;0;;;20.2;Concepcion;20140423
140424;0;;;20.9;Concepcion;20140424
140425;0;;;13.2;Concepcion;20140425
140426;0;;;10.9;Concepcion;20140426
140427;0;;;15.2;Concepcion;20140427
140428;0;;;21.8;Concepcion;20140428
140429;0;;;36.3;Concepcion;20140429
140430;0;;;19.7;Concepcion;20140430
140501;0;;;;Concepcion;20140501
140502;0;;;;Concepcion;20140502
140503;0;;;;Concepcion;20140503
140504;0;;;;Concepcion;20140504
140505;0;;;;Concepcion;20140505
140506;0;;;64.1;Concepcion;20140506
140507;0;;;13.5;Concepcion;20140507
140508;0;;;12.6;Concepcion;20140508
140509;0;;;13.4;Concepcion;20140509
140510;0;;;31;Concepcion;20140510
140511;0;;;35;Concepcion;20140511
140512;0;;;38.5;Concepcion;20140512
140513;0;;;27.6;Concepcion;20140513
140514;0;;;5.1;Concepcion;20140514
140515;0;;;15.1;Concepcion;20140515
140516;0;;;33.9;Concepcion;20140516
140517;0;;;29.4;Concepcion;20140517
140518;0;;;13.8;Concepcion;20140518
140519;0;;;14.6;Concepcion;20140519
140520;0;;;9.59998;Concepcion;20140520
140521;0;;;16.5;Concepcion;20140521
140522;0;;;12.8;Concepcion;20140522
140523;0;;;36.4;Concepcion;20140523
140524;0;;;17.8;Concepcion;20140524
140525;0;;;25.8;Concepcion;20140525
140526;0;;;36.7;Concepcion;20140526
140527;0;;;52.8;Concepcion;20140527
140528;0;;;31;Concepcion;20140528
140529;0;;;20.8;Concepcion;20140529
140530;0;;;17.7;Concepcion;20140530
140531;0;;;37.9;Concepcion;20140531
140601;0;;;8.09998;Concepcion;20140601
140602;0;;;8.09998;Concepcion;20140602
140603;0;;;31.2;Concepcion;20140603
140604;0;;;7.6;Concepcion;20140604
140605;0;;;28.9;Concepcion;20140605
140606;0;;;7.6;Concepcion;20140606
140607;0;;;12.2;Concepcion;20140607
140608;0;;;32.2;Concepcion;20140608
140609;0;;;39.6;Concepcion;20140609
140610;0;;;8.7;Concepcion;20140610
140611;0;;;20.2;Concepcion;20140611
140612;0;;;24.9;Concepcion;20140612
140613;0;;;16.6;Concepcion;20140613
140614;0;;;3;Concepcion;20140614
140615;0;;;18.8;Concepcion;20140615
140616;0;;;19.2;Concepcion;20140616
140617;0;;;20.8;Concepcion;20140617
140618;0;;;26.8;Concepcion;20140618
140619;0;;;19.7;Concepcion;20140619
140620;0;;;15;Concepcion;20140620
140621;0;;;;Concepcion;20140621
140622;0;;;;Concepcion;20140622
140623;0;;;;Concepcion;20140623
140624;0;;;;Concepcion;20140624
140625;0;;;;Concepcion;20140625
140626;0;;;;Concepcion;20140626
140627;0;;;;Concepcion;20140627
140628;0;;;;Concepcion;20140628
140629;0;;;;Concepcion;20140629
140630;0;;;;Concepcion;20140630
140701;0;;;;Concepcion;20140701
140702;0;;;;Concepcion;20140702
140703;0;;;;Concepcion;20140703
140704;0;;;;Concepcion;20140704
140705;0;;;;Concepcion;20140705
140706;0;;;;Concepcion;20140706
140707;0;;;;Concepcion;20140707
140708;0;;;;Concepcion;20140708
140709;0;;;;Concepcion;20140709
140710;0;;;;Concepcion;20140710
140711;0;;;;Concepcion;20140711
140712;0;;;;Concepcion;20140712
140713;0;;;;Concepcion;20140713
140714;0;;;;Concepcion;20140714
140715;0;;;;Concepcion;20140715
140716;0;;;;Concepcion;20140716
140717;0;;;;Concepcion;20140717
140718;0;;;;Concepcion;20140718
140719;0;;;;Concepcion;20140719
140720;0;;;;Concepcion;20140720
140721;0;;;;Concepcion;20140721
140722;0;;;;Concepcion;20140722
140723;0;;;;Concepcion;20140723
140724;0;;;;Concepcion;20140724
140725;0;;;;Concepcion;20140725
140726;0;;;;Concepcion;20140726
140727;0;;;;Concepcion;20140727
140728;0;;;;Concepcion;20140728
140729;0;;;;Concepcion;20140729
140730;0;;;;Concepcion;20140730
140731;0;;;;Concepcion;20140731
140801;0;;;;Concepcion;20140801
140802;0;;;;Concepcion;20140802
140803;0;;;;Concepcion;20140803
140804;0;;;;Concepcion;20140804
140805;0;;;;Concepcion;20140805
140806;0;;;;Concepcion;20140806
140807;0;;;;Concepcion;20140807
140808;0;;;;Concepcion;20140808
140809;0;;;;Concepcion;20140809
140810;0;;;;Concepcion;20140810
140811;0;;;;Concepcion;20140811
140812;0;;;;Concepcion;20140812
140813;0;;;;Concepcion;20140813
140814;0;;;;Concepcion;20140814
140815;0;;;;Concepcion;20140815
140816;0;;;;Concepcion;20140816
140817;0;;;;Concepcion;20140817
140818;0;;;;Concepcion;20140818
140819;0;;;;Concepcion;20140819
140820;0;;;;Concepcion;20140820
140821;0;;;;Concepcion;20140821
140822;0;;;;Concepcion;20140822
140823;0;;;;Concepcion;20140823
140824;0;;;;Concepcion;20140824
140825;0;;;;Concepcion;20140825
140826;0;;;;Concepcion;20140826
140827;0;;;19;Concepcion;20140827
140828;0;;;24.7;Concepcion;20140828
140829;0;;;8.7;Concepcion;20140829
140830;0;;;4.3;Concepcion;20140830
140831;0;;;12.5;Concepcion;20140831
140901;0;;;7.1;Concepcion;20140901
140902;0;;;8.5;Concepcion;20140902
140903;0;;;32.4;Concepcion;20140903
140904;0;;;15;Concepcion;20140904
140905;0;;;9.5;Concepcion;20140905
140906;0;;;6.6;Concepcion;20140906
140907;0;;;6;Concepcion;20140907
140908;0;;;29.4;Concepcion;20140908
140909;0;;;26.7;Concepcion;20140909
140910;0;;;19.2;Concepcion;20140910
140911;0;;;;Concepcion;20140911
140912;0;;;36.6;Concepcion;20140912
140913;0;;;19.6;Concepcion;20140913
140914;0;;;15.5;Concepcion;20140914
140915;0;;;11.9;Concepcion;20140915
140916;0;;;15.6;Concepcion;20140916
140917;0;;;17.4;Concepcion;20140917
140918;0;;;10.7;Concepcion;20140918
140919;0;;;3;Concepcion;20140919
140920;0;;;3.8;Concepcion;20140920
140921;0;;;6.8;Concepcion;20140921
140922;0;;;14;Concepcion;20140922
140923;0;;;0.799997;Concepcion;20140923
140924;0;;;2.1;Concepcion;20140924
140925;0;;;11;Concepcion;20140925
140926;0;;;10;Concepcion;20140926
140927;0;;;0.9;Concepcion;20140927
140928;0;;;6.7;Concepcion;20140928
140929;0;;;12.8;Concepcion;20140929
140930;0;;;15.8;Concepcion;20140930
141001;0;;;7.1;Concepcion;20141001
141002;0;;;16.7;Concepcion;20141002
141003;0;;;6.1;Concepcion;20141003
141004;0;;;11.2;Concepcion;20141004
141005;0;;;11;Concepcion;20141005
141006;0;;;12.7;Concepcion;20141006
141007;0;;;10.4;Concepcion;20141007
141008;0;;;3.5;Concepcion;20141008
141009;0;;;8.09998;Concepcion;20141009
141010;0;;;9.09998;Concepcion;20141010
141011;0;;;8.2;Concepcion;20141011
141012;0;;;4.3;Concepcion;20141012
141013;0;;;8.79999;Concepcion;20141013
141014;0;;;11.2;Concepcion;20141014
141015;0;;;3.8;Concepcion;20141015
141016;0;;;9.7;Concepcion;20141016
141017;0;;;1.3;Concepcion;20141017
141018;0;;;6.7;Concepcion;20141018
141019;0;;;7.5;Concepcion;20141019
141020;0;;;9.29999;Concepcion;20141020
141021;0;;;7.2;Concepcion;20141021
141022;0;;;8.5;Concepcion;20141022
141023;0;;;9;Concepcion;20141023
141024;0;;;10.5;Concepcion;20141024
141025;0;;;8.7;Concepcion;20141025
141026;0;;;3.9;Concepcion;20141026
141027;0;;;5.3;Concepcion;20141027
141028;0;;;0.799997;Concepcion;20141028
141029;0;;;3.1;Concepcion;20141029
141030;0;;;8.2;Concepcion;20141030
141031;0;;;2.5;Concepcion;20141031
141101;0;;;5.7;Concepcion;20141101
141102;0;;;4.5;Concepcion;20141102
141103;0;;;7.6;Concepcion;20141103
141104;0;;;4.6;Concepcion;20141104
141105;0;;;0.2;Concepcion;20141105
141106;0;;;2.8;Concepcion;20141106
141107;0;;;5;Concepcion;20141107
141108;0;;;4.3;Concepcion;20141108
141109;0;;;5.8;Concepcion;20141109
141110;0;;;4.5;Concepcion;20141110
141111;0;;;6.39999;Concepcion;20141111
141112;0;;;6.5;Concepcion;20141112
141113;0;;;12.2;Concepcion;20141113
141114;0;;;6.6;Concepcion;20141114
141115;0;;;9.2;Concepcion;20141115
141116;0;;;9.89998;Concepcion;20141116
141117;0;;;9.29999;Concepcion;20141117
141118;0;;;1.5;Concepcion;20141118
141119;0;;;3.6;Concepcion;20141119
141120;0;;;3.9;Concepcion;20141120
141121;0;;;6;Concepcion;20141121
141122;0;;;4.8;Concepcion;20141122
141123;0;;;3.3;Concepcion;20141123
141124;0;;;5.7;Concepcion;20141124
141125;0;;;5.3;Concepcion;20141125
141126;0;;;7.1;Concepcion;20141126
141127;0;;;3.2;Concepcion;20141127
141128;0;;;4.39999;Concepcion;20141128
141129;0;;;6.3;Concepcion;20141129
141130;0;;;3.9;Concepcion;20141130
141201;0;;;10.2;Concepcion;20141201
141202;0;;;10.5;Concepcion;20141202
141203;0;;;14.4;Concepcion;20141203
141204;0;;;9;Concepcion;20141204
141205;0;;;0.5;Concepcion;20141205
141206;0;;;1.6;Concepcion;20141206
141207;0;;;15.2;Concepcion;20141207
141208;0;;;10;Concepcion;20141208
141209;0;;;9.2;Concepcion;20141209
141210;0;;;8;Concepcion;20141210
141211;0;;;9.5;Concepcion;20141211
141212;0;;;8.39998;Concepcion;20141212
141213;0;;;10.2;Concepcion;20141213
141214;0;;;3.8;Concepcion;20141214
141215;0;;;;Concepcion;20141215
141216;0;;;5.5;Concepcion;20141216
141217;0;;;8.59998;Concepcion;20141217
141218;0;;;8.59998;Concepcion;20141218
141219;0;;;4.39999;Concepcion;20141219
141220;0;;;3.5;Concepcion;20141220
141221;0;;;;Concepcion;20141221
141222;0;;;;Concepcion;20141222
141223;0;;;;Concepcion;20141223
141224;0;;;;Concepcion;20141224
141225;0;;;;Concepcion;20141225
141226;0;;;;Concepcion;20141226
141227;0;;;;Concepcion;20141227
141228;0;;;;Concepcion;20141228
141229;0;;;;Concepcion;20141229
141230;0;;;;Concepcion;20141230
141231;0;;;;Concepcion;20141231
150101;0;;;;Concepcion;20150101
150102;0;;;;Concepcion;20150102
150103;0;;;;Concepcion;20150103
150104;0;;;;Concepcion;20150104
150105;0;;;;Concepcion;20150105
150106;0;;;;Concepcion;20150106
150107;0;;;;Concepcion;20150107
150108;0;;;;Concepcion;20150108
150109;0;;;;Concepcion;20150109
150110;0;;;;Concepcion;20150110
150111;0;;;;Concepcion;20150111
150112;0;;;;Concepcion;20150112
150113;0;;;;Concepcion;20150113
150114;0;;;;Concepcion;20150114
150115;0;;;;Concepcion;20150115
150116;0;;;;Concepcion;20150116
150117;0;;;;Concepcion;20150117
150118;0;;;;Concepcion;20150118
150119;0;;;;Concepcion;20150119
150120;0;;;;Concepcion;20150120
150121;0;;;;Concepcion;20150121
150122;0;;;;Concepcion;20150122
150123;0;;;;Concepcion;20150123
150124;0;;;;Concepcion;20150124
150125;0;;;;Concepcion;20150125
150126;0;;;;Concepcion;20150126
150127;0;;;;Concepcion;20150127
150128;0;;;;Concepcion;20150128
150129;0;;;;Concepcion;20150129
150130;0;;;;Concepcion;20150130
150131;0;;;;Concepcion;20150131
150201;0;;;;Concepcion;20150201
150202;0;;;;Concepcion;20150202
150203;0;;;;Concepcion;20150203
150204;0;;;;Concepcion;20150204
150205;0;;;;Concepcion;20150205
150206;0;;;;Concepcion;20150206
150207;0;;;;Concepcion;20150207
150208;0;;;;Concepcion;20150208
150209;0;;;;Concepcion;20150209
150210;0;;;;Concepcion;20150210
150211;0;;;;Concepcion;20150211
150212;0;;;;Concepcion;20150212
150213;0;;;;Concepcion;20150213
150214;0;;;;Concepcion;20150214
150215;0;;;;Concepcion;20150215
150216;0;;;;Concepcion;20150216
