FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;FECHA(YYYYMMDD)
050414;0;;;;20050414
050415;0;;;;20050415
050416;0;;;;20050416
050417;0;;;;20050417
050418;0;45,5263;;;20050418
050419;0;;;;20050419
050420;0;;;;20050420
050421;0;54,8333;;;20050421
050422;0;62,2916;;;20050422
050423;0;68,5416;;;20050423
050424;0;39,125;;;20050424
050425;0;28,6667;;;20050425
050426;0;47,8333;;;20050426
050427;0;41,7083;;;20050427
050428;0;31,8333;;;20050428
050429;0;55,3333;;;20050429
050430;0;43,7916;;;20050430
050501;0;33,7083;;;20050501
050502;0;37,0416;;;20050502
050503;0;23,8333;;;20050503
050504;0;8,91666;;;20050504
050505;0;19,125;;;20050505
050506;0;39,2916;;;20050506
050507;0;41,8333;;;20050507
050508;0;20,2083;;;20050508
050509;0;36,75;;;20050509
050510;0;21,1667;;;20050510
050511;0;55,2083;;;20050511
050512;0;51,2083;;;20050512
050513;0;16,625;;;20050513
050514;0;19,2083;;;20050514
050515;0;25,4583;;;20050515
050516;0;32,125;;;20050516
050517;0;34,0416;;;20050517
050518;0;15,375;;;20050518
050519;0;29,9583;;;20050519
050520;0;25,4167;;;20050520
050521;0;62,875;;;20050521
050522;0;59,7916;;;20050522
050523;0;9,5;;;20050523
050524;0;30,0833;;;20050524
050525;0;40,3333;;;20050525
050526;0;70,5833;;;20050526
050527;0;81,7618;;;20050527
050528;0;81,1666;;;20050528
050529;0;46,8333;;;20050529
050530;0;68,2083;;;20050530
050531;0;59,9583;;;20050531
050601;0;65,125;;;20050601
050602;0;35,0833;;;20050602
050603;0;17,875;;;20050603
050604;0;62,25;;;20050604
050605;0;70,875;;;20050605
050606;0;60,5833;;;20050606
050607;0;73;;;20050607
050608;0;76,9583;;;20050608
050609;0;76,0416;;;20050609
050610;0;23,625;;;20050610
050611;0;15,4167;;;20050611
050612;0;27,75;;;20050612
050613;0;29,5417;;;20050613
050614;0;23,4167;;;20050614
050615;0;23,4583;;;20050615
050616;0;23,3333;;;20050616
050617;0;50,4166;;;20050617
050618;0;19,75;;;20050618
050619;0;39,5;;;20050619
050620;0;51,9583;;;20050620
050621;0;;;;20050621
050622;0;;;;20050622
050623;0;56,375;;;20050623
050624;0;55,2083;;;20050624
050625;0;59,25;;;20050625
050626;0;41,9583;;;20050626
050627;0;8,04544;;;20050627
050628;0;22,6667;;;20050628
050629;0;41,1666;;;20050629
050630;0;32,1666;;;20050630
050701;0;35,7083;;;20050701
050702;0;14,4167;;;20050702
050703;0;18,375;;;20050703
050704;0;34,9583;;;20050704
050705;0;79,2916;;;20050705
050706;0;48,75;;;20050706
050707;0;49,3333;;;20050707
050708;0;78,5238;;;20050708
050709;0;73,7083;;;20050709
050710;0;;;;20050710
050711;0;;;;20050711
050712;0;;;;20050712
050713;0;;;;20050713
050714;0;;;;20050714
050715;0;;;;20050715
050716;0;;;;20050716
050717;0;;;;20050717
050718;0;;;;20050718
050719;0;;;;20050719
050720;0;35,875;;;20050720
050721;0;55,3333;;;20050721
050722;0;68,0416;;;20050722
050723;0;75,5416;;;20050723
050724;0;55,4166;;;20050724
050725;0;63,75;;;20050725
050726;0;60,125;;;20050726
050727;0;100,958;;;20050727
050728;0;97,625;;;20050728
050729;0;50,2083;;;20050729
050730;0;42,4166;;;20050730
050731;0;44,7916;;;20050731
050801;0;54,2083;;;20050801
050802;0;59,5;;;20050802
050803;0;37,4166;;;20050803
050804;0;18,0833;;;20050804
050805;0;13,5417;;;20050805
050806;0;38,25;;;20050806
050807;0;65,75;;;20050807
050808;0;69,625;;;20050808
050809;0;73,9583;;;20050809
050810;0;75,5;;;20050810
050811;0;55,875;;;20050811
050812;0;64,25;;;20050812
050813;0;19,4583;;;20050813
050814;0;17,75;;;20050814
050815;0;34,125;;;20050815
050816;0;9,54166;;;20050816
050817;0;37,9166;;;20050817
050818;0;61,5;;;20050818
050819;0;44;;;20050819
050820;0;29,0833;;;20050820
050821;0;29,4167;;;20050821
050822;0;13,7917;;;20050822
050823;0;26,5833;;;20050823
050824;0;36,9166;;;20050824
050825;0;32;;;20050825
050826;0;45;;;20050826
050827;0;5,83333;;;20050827
050828;0;5;;;20050828
050829;0;17,875;;;20050829
050830;0;28,1667;;;20050830
050831;0;17,2083;;;20050831
050901;0;29,7083;;;20050901
050902;0;38,7083;;;20050902
050903;0;19,2083;;;20050903
050904;0;41,4583;;;20050904
050905;0;56,875;;;20050905
050906;0;47,5833;;;20050906
050907;0;43,4583;;;20050907
050908;0;35,0833;;;20050908
050909;0;18,0417;;;20050909
050910;0;14,625;;;20050910
050911;0;39,5833;;;20050911
050912;0;34,5;;;20050912
050913;0;28,0417;;;20050913
050914;0;16,875;;;20050914
050915;0;35,5;;;20050915
050916;0;44,75;;;20050916
050917;0;45,7916;;;20050917
050918;0;53,6666;;;20050918
050919;0;24,75;;;20050919
050920;0;30,0417;;;20050920
050921;0;24,375;;;20050921
050922;0;22,8889;;;20050922
050923;0;20,3333;;;20050923
050924;0;21,2917;;;20050924
050925;0;23,9583;;;20050925
050926;0;25,125;;;20050926
050927;0;20,2083;;;20050927
050928;0;15,125;;;20050928
050929;0;13,0833;;;20050929
050930;0;21,875;;;20050930
051001;0;27,2083;;;20051001
051002;0;13,4167;;;20051002
051003;0;12,2917;;;20051003
051004;0;9,04166;;;20051004
051005;0;18,0417;;;20051005
051006;0;20,375;;;20051006
051007;0;23,25;;;20051007
051008;0;35,625;;;20051008
051009;0;26,9167;;;20051009
051010;0;21,625;;;20051010
051011;0;15,5833;;;20051011
051012;0;16,2083;;;20051012
051013;0;19;;;20051013
051014;0;21,125;;;20051014
051015;0;13,875;;;20051015
051016;0;20,7917;;;20051016
051017;0;25,875;;;20051017
051018;0;29,5417;;;20051018
051019;0;32;;;20051019
051020;0;24,625;;;20051020
051021;0;20,75;;;20051021
051022;0;18,875;;;20051022
051023;0;19,4167;;;20051023
051024;0;16,625;;;20051024
051025;0;20,2917;;;20051025
051026;0;15,0909;;;20051026
051027;0;14,2083;;;20051027
051028;0;12,0417;;;20051028
051029;0;16,4167;;;20051029
051030;0;19,3333;;;20051030
051031;0;24,5833;;;20051031
051101;0;19;;;20051101
051102;0;19,625;;;20051102
051103;0;17,8;;;20051103
051104;0;19,25;;;20051104
051105;0;30,4583;;;20051105
051106;0;25;;;20051106
051107;0;30,375;;;20051107
051108;0;34,8333;;;20051108
051109;0;32,625;;;20051109
051110;0;35,4583;;;20051110
051111;0;34,8333;;;20051111
051112;0;27,125;;;20051112
051113;0;24,7917;;;20051113
051114;0;;;;20051114
051115;0;;;;20051115
051116;0;26,75;;;20051116
051117;0;21,5833;;;20051117
051118;0;23,75;;;20051118
051119;0;35;;;20051119
051120;0;25,75;;;20051120
051121;0;24;;;20051121
051122;0;21,3333;;;20051122
051123;0;10,0417;;;20051123
051124;0;24,4583;;;20051124
051125;0;29,0454;;;20051125
051126;0;21,25;;;20051126
051127;0;7,33333;;;20051127
051128;0;23,0952;;;20051128
051129;0;19,6667;;;20051129
051130;0;22,25;;;20051130
051201;0;20,625;;;20051201
051202;0;25,875;;;20051202
051203;0;18,8333;;;20051203
051204;0;11,9583;;;20051204
051205;0;15,7917;;;20051205
051206;0;25,6667;;;20051206
051207;0;17;;;20051207
051208;0;22,7917;;;20051208
051209;0;23,375;;;20051209
051210;0;30,625;;;20051210
051211;0;31,5833;;;20051211
051212;0;19,9167;;;20051212
051213;0;25,875;;;20051213
051214;0;29,5;;;20051214
051215;0;24,375;;;20051215
051216;0;29,0833;;;20051216
051217;0;35,5416;;;20051217
051218;0;26,875;;;20051218
051219;0;25,7083;;;20051219
051220;0;34,7916;;;20051220
051221;0;27,375;;;20051221
051222;0;24,8333;;;20051222
051223;0;29,7917;;;20051223
051224;0;33,5416;;;20051224
051225;0;29,3333;;;20051225
051226;0;22,1667;;;20051226
051227;0;16,5;;;20051227
051228;0;31,4583;;;20051228
051229;0;28,7083;;;20051229
051230;0;30,4583;;;20051230
051231;0;33,7916;;;20051231
060101;0;17,0833;;;20060101
060102;0;22,6667;;;20060102
060103;0;25,2917;;;20060103
060104;0;22,5833;;;20060104
060105;0;23,875;;;20060105
060106;0;19;;;20060106
060107;0;29,25;;;20060107
060108;0;30,3333;;;20060108
060109;0;25,7083;;;20060109
060110;0;18,25;;;20060110
060111;0;29,7917;;;20060111
060112;0;33,375;;;20060112
060113;0;32,7083;;;20060113
060114;0;31,5833;;;20060114
060115;0;21,5833;;;20060115
060116;0;31,75;;;20060116
060117;0;37,2272;;;20060117
060118;0;27;;;20060118
060119;0;21,9167;;;20060119
060120;0;29,6667;;;20060120
060121;0;28,6667;;;20060121
060122;0;24,9167;;;20060122
060123;0;31,2083;;;20060123
060124;0;31,4583;;;20060124
060125;0;35,25;;;20060125
060126;0;37;;;20060126
060127;0;39,9583;;;20060127
060128;0;29,7083;;;20060128
060129;0;28,2917;;;20060129
060130;0;23,6667;;;20060130
060131;0;24,9583;;;20060131
060201;0;21,125;;;20060201
060202;0;23,375;;;20060202
060203;0;20,0417;;;20060203
060204;0;24,8333;;;20060204
060205;0;23,9167;;;20060205
060206;0;35,4444;;;20060206
060207;0;;;;20060207
060208;0;31,25;;;20060208
060209;0;38,3333;;;20060209
060210;0;41,25;;;20060210
060211;0;32,5416;;;20060211
060212;0;26,5;;;20060212
060213;0;28,0833;;;20060213
060214;0;28,4583;;;20060214
060215;0;24,3333;;;20060215
060216;0;23;;;20060216
060217;0;24,3333;;;20060217
060218;0;20,8333;;;20060218
060219;0;17,5;;;20060219
060220;0;21,625;;;20060220
060221;0;22,4583;;;20060221
060222;0;17,7917;;;20060222
060223;0;24,5833;;;20060223
060224;0;34,75;;;20060224
060225;0;29,9583;;;20060225
060226;0;21,375;;;20060226
060227;0;23,0833;;;20060227
060228;0;26,35;;;20060228
060301;0;19,4583;;;20060301
060302;0;19,0417;;;20060302
060303;0;22,9583;;;20060303
060304;0;34,5833;;;20060304
060305;0;23,3333;;;20060305
060306;0;14,4167;;;20060306
060307;0;15,25;;;20060307
060308;0;20,7917;;;20060308
060309;0;26,4583;;;20060309
060310;0;22,5833;;;20060310
060311;0;25,2083;;;20060311
060312;0;24;;;20060312
060313;0;19,4583;;;20060313
060314;0;15,7917;;;20060314
060315;0;10,25;;;20060315
060316;0;21,25;;;20060316
060317;0;25,5;;;20060317
060318;0;35,0416;;;20060318
060319;0;32,375;;;20060319
060320;0;27,1667;;;20060320
060321;0;22,875;;;20060321
060322;0;28,25;;;20060322
060323;0;31,0833;;;20060323
060324;0;19,9167;;;20060324
060325;0;29;;;20060325
060326;0;28,2917;;;20060326
060327;0;28,3333;;;20060327
060328;0;35,9091;;;20060328
060329;0;40,9583;;;20060329
060330;0;25,9167;;;20060330
060331;0;26,8333;;;20060331
060401;0;46,3333;;;20060401
060402;0;41,125;;;20060402
060403;0;34,4166;;;20060403
060404;0;41,0833;;;20060404
060405;0;34,375;;;20060405
060406;0;36;;;20060406
060407;0;37,4166;;;20060407
060408;0;51,4583;;;20060408
060409;0;41,5;;;20060409
060410;0;36,2916;;;20060410
060411;0;54;;;20060411
060412;0;32,5416;;;20060412
060413;0;6,86956;;;20060413
060414;0;17,4167;;;20060414
060415;0;33,8333;;;20060415
060416;0;31,5417;;;20060416
060417;0;34,0416;;;20060417
060418;0;55,6666;;;20060418
060419;0;59,6666;;;20060419
060420;0;14,35;;;20060420
060421;0;;;;20060421
060422;0;38,0833;;;20060422
060423;0;34,5833;;;20060423
060424;0;29,6667;;;20060424
060425;0;45,0833;;;20060425
060426;0;63,1666;;;20060426
060427;0;51,0416;;;20060427
060428;0;70,4583;;;20060428
060429;0;91,4583;;;20060429
060430;0;66,4583;;;20060430
060501;0;44,0416;;;20060501
060502;0;47,125;;;20060502
060503;0;56,7916;;;20060503
060504;0;43,4583;;;20060504
060505;0;46,9583;;;20060505
060506;0;63,6666;;;20060506
060507;0;63,125;;;20060507
060508;0;65,7916;;;20060508
060509;0;62,7916;;;20060509
060510;0;85,4583;;;20060510
060511;0;92,5416;;;20060511
060512;0;72,0416;;;20060512
060513;0;80,75;;;20060513
060514;0;60,0416;;;20060514
060515;0;71,375;;;20060515
060516;0;40,0416;;;20060516
060517;0;29,7917;;;20060517
060518;0;29,9;;;20060518
060519;0;89,9166;;;20060519
060520;0;101,833;;;20060520
060521;0;82,5;;;20060521
060522;0;85,5416;;;20060522
060523;0;64,7916;;;20060523
060524;0;53,6666;;;20060524
060525;0;48,7083;;;20060525
060526;0;22,4583;;;20060526
060527;0;45,7916;;;20060527
060528;0;39,5833;;;20060528
060529;0;41,5;;;20060529
060530;0;42,75;;;20060530
060531;0;53,625;;;20060531
060601;0;62,9583;;;20060601
060602;0;61,4166;;;20060602
060603;0;59,4166;;;20060603
060604;0;37,3333;;;20060604
060605;0;48,9166;;;20060605
060606;0;64,9166;;;20060606
060607;0;31,9167;;;20060607
060608;0;18,9167;;;20060608
060609;0;28,2917;;;20060609
060610;0;51,4583;;;20060610
060611;0;89,625;;;20060611
060612;0;49,7727;;;20060612
060613;0;89,7083;;;20060613
060614;0;72,5833;;;20060614
060615;0;86,0416;;;20060615
060616;0;62,7916;;;20060616
060617;0;36,4583;;;20060617
060618;0;59,5;;;20060618
060619;0;55,0416;;;20060619
060620;0;55,125;;;20060620
060621;0;77,5416;;;20060621
060622;0;73,5416;;;20060622
060623;0;56,9166;;;20060623
060624;0;43,4166;;;20060624
060625;0;46,625;;;20060625
060626;0;52,75;;;20060626
060627;0;36,4091;;;20060627
060628;0;55,75;;;20060628
060629;0;61,125;;;20060629
060630;0;90,2916;;;20060630
060701;0;91,2916;;;20060701
060702;0;41,1364;;;20060702
060703;0;40;;;20060703
060704;0;58,625;;;20060704
060705;0;43,375;;;20060705
060706;0;39,2916;;;20060706
060707;0;14,125;;;20060707
060708;0;12,1667;;;20060708
060709;0;27,9583;;;20060709
060710;0;69,9583;;;20060710
060711;0;24,125;;;20060711
060712;0;11,0417;;;20060712
060713;0;24,625;;;20060713
060714;0;74;;;20060714
060715;0;57,5;;;20060715
060716;0;57,5;;;20060716
060717;0;56,375;;;20060717
060718;0;64,625;;;20060718
060719;0;58,9166;;;20060719
060720;0;41,5833;;;20060720
060721;0;28,3333;;;20060721
060722;0;17,9583;;;20060722
060723;0;50,7916;;;20060723
060724;0;;;;20060724
060725;0;26,0417;;;20060725
060726;0;12,2083;;;20060726
060727;0;27,9583;;;20060727
060728;0;50,1666;;;20060728
060729;0;52,7916;;;20060729
060730;0;67,875;;;20060730
060731;0;60,0416;;;20060731
060801;0;105,708;;;20060801
060802;0;67,5833;;;20060802
060803;0;68,7916;;;20060803
060804;0;38,7916;;;20060804
060805;0;38,2916;;;20060805
060806;0;19,75;;;20060806
060807;0;17,0833;;;20060807
060808;0;24,9583;;;20060808
060809;0;17,2917;;;20060809
060810;0;41,375;;;20060810
060811;0;22,75;;;20060811
060812;0;43,25;;;20060812
060813;0;32,9166;;;20060813
060814;0;28,4583;;;20060814
060815;0;26,75;;;20060815
060816;0;39,8095;;;20060816
060817;0;50,3333;;;20060817
060818;0;48,2916;;;20060818
060819;0;42,5416;;;20060819
060820;0;46,4583;;;20060820
060821;0;35,125;;;20060821
060822;0;42,375;;;20060822
060823;0;29,7083;;;20060823
060824;0;30;;;20060824
060825;0;24,0417;;;20060825
060826;0;41,75;;;20060826
060827;0;33,2083;;;20060827
060828;0;34,6666;;;20060828
060829;0;30,8333;;;20060829
060830;0;18,5;;;20060830
060831;0;22,375;;;20060831
060901;0;17,4583;;;20060901
060902;0;38,875;;;20060902
060903;0;38,5833;;;20060903
060904;0;43,7916;;;20060904
060905;0;48,0833;;;20060905
060906;0;52,75;;;20060906
060907;0;38;;;20060907
060908;0;25;;;20060908
060909;0;40,7916;;;20060909
060910;0;10,375;;;20060910
060911;0;17,7917;;;20060911
060912;0;26,9583;;;20060912
060913;0;16,25;;;20060913
060914;0;23,75;;;20060914
060915;0;34,625;;;20060915
060916;0;39,4166;;;20060916
060917;0;;;;20060917
060918;0;;;;20060918
060919;0;26,6667;;;20060919
060920;0;25,1667;;;20060920
060921;0;19,2083;;;20060921
060922;0;11,0833;;;20060922
060923;0;25,9167;;;20060923
060924;0;29,2917;;;20060924
060925;0;22,0417;;;20060925
060926;0;25,5833;;;20060926
060927;0;37,25;;;20060927
060928;0;40,2916;;;20060928
060929;0;33,2083;;;20060929
060930;0;27,375;;;20060930
061001;0;28,375;;;20061001
061002;0;24,6667;;;20061002
061003;0;16,8333;;;20061003
061004;0;8,70833;;;20061004
061005;0;21,5;;;20061005
061006;0;21,875;;;20061006
061007;0;26,0417;;;20061007
061008;0;24,5417;;;20061008
061009;0;23,3333;;;20061009
061010;0;17,5;;;20061010
061011;0;21,25;;;20061011
061012;0;18,75;;;20061012
061013;0;12,9167;;;20061013
061014;0;9,66666;;;20061014
061015;0;20,0833;;;20061015
061016;0;17;;;20061016
061017;0;18,125;;;20061017
061018;0;22,125;;;20061018
061019;0;22,75;;;20061019
061020;0;25,375;;;20061020
061021;0;24,9167;;;20061021
061022;0;19,5417;;;20061022
061023;0;17,4583;;;20061023
061024;0;14,875;;;20061024
061025;0;23,7083;;;20061025
061026;0;14,8333;;;20061026
061027;0;14,6667;;;20061027
061028;0;12,3333;;;20061028
061029;0;12,5417;;;20061029
061030;0;10,2917;;;20061030
061031;0;15,125;;;20061031
061101;0;20;;;20061101
061102;0;24,625;;;20061102
061103;0;29,5;;;20061103
061104;0;23,9167;;;20061104
061105;0;19,4583;;;20061105
061106;0;16,375;;;20061106
061107;0;20,6667;;;20061107
061108;0;20,75;;;20061108
061109;0;27,2083;;;20061109
061110;0;32,75;;;20061110
061111;0;26,4167;;;20061111
061112;0;14,625;;;20061112
061113;0;22,9048;;;20061113
061114;0;14,625;;;20061114
061115;0;19,5;;;20061115
061116;0;15,25;;;20061116
061117;0;12,2917;;;20061117
061118;0;20,1667;;;20061118
061119;0;23,7917;;;20061119
061120;0;23,5417;;;20061120
061121;0;26,0417;;;20061121
061122;0;24,3333;;;20061122
061123;0;21,25;;;20061123
061124;0;20,25;;;20061124
061125;0;17,2917;;;20061125
061126;0;16,9167;;;20061126
061127;0;21,9167;;;20061127
061128;0;21,9167;;;20061128
061129;0;22,75;;;20061129
061130;0;25,4583;;;20061130
061201;0;21,8333;;;20061201
061202;0;18,7083;;;20061202
061203;0;16,125;;;20061203
061204;0;19,75;;;20061204
061205;0;25,375;;;20061205
061206;0;24,0417;;;20061206
061207;0;24,0833;;;20061207
061208;0;20,9583;;;20061208
061209;0;34,0416;;;20061209
061210;0;17,125;;;20061210
061211;0;19,6364;;;20061211
061212;0;17,0417;;;20061212
061213;0;14,3333;;;20061213
061214;0;15,7917;;;20061214
061215;0;16,6667;;;20061215
061216;0;11,0417;;;20061216
061217;0;10,625;;;20061217
061218;0;15,125;;;20061218
061219;0;15,375;;;20061219
061220;0;19,75;;;20061220
061221;0;24,1667;;;20061221
061222;0;22,5909;;;20061222
061223;0;21,4583;;;20061223
061224;0;11,625;;;20061224
061225;0;13;;;20061225
061226;0;16,2083;;;20061226
061227;0;19,6667;;;20061227
061228;0;29;;;20061228
061229;0;29,1053;;;20061229
061230;0;;;;20061230
061231;0;16,6087;;;20061231
070101;0;15,875;;;20070101
070102;0;18,0833;;;20070102
070103;0;20,7917;;;20070103
070104;0;43,125;;;20070104
070105;0;31,6667;;;20070105
070106;0;26,9167;;;20070106
070107;0;14,2917;;;20070107
070108;0;19,6667;;;20070108
070109;0;20,7083;;;20070109
070110;0;22,5;;;20070110
070111;0;22,5417;;;20070111
070112;0;31,6667;;;20070112
070113;0;34,5416;;;20070113
070114;0;21,5833;;;20070114
070115;0;19,2083;;;20070115
070116;0;21,1667;;;20070116
070117;0;22,0417;;;20070117
070118;0;26,2917;;;20070118
070119;0;17,7917;;;20070119
070120;0;16,2917;;;20070120
070121;0;10,6667;;;20070121
070122;0;12,125;;;20070122
070123;0;13,4167;;;20070123
070124;0;16,375;;;20070124
070125;0;12,7917;;;20070125
070126;0;13,9583;;;20070126
070127;0;15,5417;;;20070127
070128;0;14,125;;;20070128
070129;0;14,4583;;;20070129
070130;0;22,375;;;20070130
070131;0;24,3636;;;20070131
070201;0;29,375;;;20070201
070202;0;26,625;;;20070202
070203;0;17,6667;;;20070203
070204;0;17,0417;;;20070204
070205;0;16,9583;;;20070205
070206;0;21,2083;;;20070206
070207;0;17,8333;;;20070207
070208;0;23,625;;;20070208
070209;0;23,5833;;;20070209
070210;0;30,5833;;;20070210
070211;0;27,5417;;;20070211
070212;0;20,9583;;;20070212
070213;0;16,875;;;20070213
070214;0;18,5833;;;20070214
070215;0;12,2083;;;20070215
070216;0;8,95833;;;20070216
070217;0;20,6667;;;20070217
070218;0;17,0417;;;20070218
070219;0;17,5833;;;20070219
070220;0;16,9167;;;20070220
070221;0;;;;20070221
070222;0;25,0417;;;20070222
070223;0;25,9583;;;20070223
070224;0;27,9583;;;20070224
070225;0;20,7083;;;20070225
070226;0;18,6667;;;20070226
070227;0;28,125;;;20070227
070228;0;18,2917;;;20070228
070301;0;19,5;;;20070301
070302;0;24,2917;;;20070302
070303;0;24,375;;;20070303
070304;0;27,3333;;;20070304
070305;0;30,2083;;;20070305
070306;0;33,3333;;;20070306
070307;0;24,375;;;20070307
070308;0;16,125;;;20070308
070309;0;18,1667;;;20070309
070310;0;27;;;20070310
070311;0;24,8333;;;20070311
070312;0;25,5;;;20070312
070313;0;23,9583;;;20070313
070314;0;26,5;;;20070314
070315;0;25,6667;;;20070315
070316;0;25,2917;;;20070316
070317;0;37,8333;;;20070317
070318;0;33,7916;;;20070318
070319;0;24,3333;;;20070319
070320;0;32,3333;;;20070320
070321;0;26,875;;;20070321
070322;0;25,375;;;20070322
070323;0;27,6667;;;20070323
070324;0;32;;;20070324
070325;0;26,5833;;;20070325
070326;0;21,7619;;;20070326
070327;0;20,125;;;20070327
070328;0;21,4167;;;20070328
070329;0;27,1667;;;20070329
070330;0;25,9583;;;20070330
070331;0;34,5;;;20070331
070401;0;26,5417;;;20070401
070402;0;18,1667;;;20070402
070403;0;30,2083;;;20070403
070404;0;37,125;;;20070404
070405;0;38,7083;;;20070405
070406;0;38,0833;;;20070406
070407;0;36,5833;;;20070407
070408;0;29,6667;;;20070408
070409;0;21,875;;;20070409
070410;0;26,1667;;;20070410
070411;0;20;;;20070411
070412;0;38,8333;;;20070412
070413;0;37,4166;;;20070413
070414;0;40;;;20070414
070415;0;52,2916;;;20070415
070416;0;17,5;;;20070416
070417;0;27,9167;;;20070417
070418;0;36,5416;;;20070418
070419;0;22,4167;;;20070419
070420;0;35;;;20070420
070421;0;43,375;;;20070421
070422;0;14,4583;;;20070422
070423;0;52,6666;;;20070423
070424;0;38,625;;;20070424
070425;0;49,4166;;;20070425
070426;0;78,5499;;;20070426
070427;0;60,4583;;;20070427
070428;0;82,1666;;;20070428
070429;0;62,6666;;;20070429
070430;0;40,9583;;;20070430
070501;0;54,6666;;;20070501
070502;0;42,6666;;;20070502
070503;0;25,2917;;;20070503
070504;0;38,5416;;;20070504
070505;0;56,2083;;;20070505
070506;0;35,7083;;;20070506
070507;0;48,5416;;;20070507
070508;0;61,45;;;20070508
070509;0;47,75;;;20070509
070510;0;75,0416;;;20070510
070511;0;121,792;;;20070511
070512;0;65,5416;;;20070512
070513;0;75,625;;;20070513
070514;0;92,4583;;;20070514
070515;0;73,2083;;;20070515
070516;0;41,5416;;;20070516
070517;0;49,7916;;;20070517
070518;0;64,0833;;;20070518
070519;0;76;;;20070519
070520;0;56,3333;;;20070520
070521;0;60,3333;;;20070521
070522;0;66,0476;;;20070522
070523;0;81,4583;;;20070523
070524;0;56,5833;;;20070524
070525;0;86;;;20070525
070526;0;97,3333;;;20070526
070527;0;105,625;;;20070527
070528;0;66,75;;;20070528
070529;0;32,9583;;;20070529
070530;0;64,1666;;;20070530
070531;0;37,0833;;;20070531
070601;0;36,1666;;;20070601
070602;0;63,6666;;;20070602
070603;0;64,0416;;;20070603
070604;0;48,5;;;20070604
070605;0;72,5833;;;20070605
070606;0;77,1666;;;20070606
070607;0;90,0833;;;20070607
070608;0;84,0416;;;20070608
070609;0;39,2916;;;20070609
070610;0;67,7083;;;20070610
070611;0;86,5;;;20070611
070612;0;74,7916;;;20070612
070613;0;20,375;;;20070613
070614;0;22,381;;;20070614
070615;0;50,6666;;;20070615
070616;0;103,75;;;20070616
070617;0;68,375;;;20070617
070618;0;69,7083;;;20070618
070619;0;40,25;;;20070619
070620;0;14,2917;;;20070620
070621;0;35,5;;;20070621
070622;0;43,7083;;;20070622
070623;0;50,0416;;;20070623
070624;0;63,5;;;20070624
070625;0;43,2916;;;20070625
070626;0;72;;;20070626
070627;0;86,5416;;;20070627
070628;0;77,5;;;20070628
070629;0;76,125;;;20070629
070630;0;43,3333;;;20070630
070701;0;49,0416;;;20070701
070702;0;71,7916;;;20070702
070703;0;75,5;;;20070703
070704;0;83,4166;;;20070704
070705;0;21,0417;;;20070705
070706;0;20,75;;;20070706
070707;0;12,8333;;;20070707
070708;0;6,33333;;;20070708
070709;0;23,5417;;;20070709
070710;0;56,7916;;;20070710
070711;0;69,25;;;20070711
070712;0;108,571;;;20070712
070713;0;34,5;;;20070713
070714;0;56,375;;;20070714
070715;0;45;;;20070715
070716;0;38,5416;;;20070716
070717;0;54,1666;;;20070717
070718;0;95,5833;;;20070718
070719;0;73,3333;;;20070719
070720;0;71,9166;;;20070720
070721;0;15,5417;;;20070721
070722;0;22,5417;;;20070722
070723;0;20,75;;;20070723
070724;0;22,7083;;;20070724
070725;0;51,5833;;;20070725
070726;0;63,625;;;20070726
070727;0;67,0416;;;20070727
070728;0;60,5416;;;20070728
070729;0;47,9166;;;20070729
070730;0;82,5833;;;20070730
070731;0;54,75;;;20070731
070801;0;23,7917;;;20070801
070802;0;29,25;;;20070802
070803;0;51,9583;;;20070803
070804;0;60,8333;;;20070804
070805;0;43,0833;;;20070805
070806;0;29,5417;;;20070806
070807;0;45,0416;;;20070807
070808;0;20,1905;;;20070808
070809;0;38,8333;;;20070809
070810;0;47,5416;;;20070810
070811;0;43,25;;;20070811
070812;0;46,7083;;;20070812
070813;0;26,9583;;;20070813
070814;0;10,4583;;;20070814
070815;0;14,4167;;;20070815
070816;0;17,1667;;;20070816
070817;0;38,0833;;;20070817
070818;0;44,2916;;;20070818
070819;0;44,8333;;;20070819
070820;0;30,0417;;;20070820
070821;0;39,6666;;;20070821
070822;0;39,4166;;;20070822
070823;0;21,5417;;;20070823
070824;0;9,70833;;;20070824
070825;0;15,75;;;20070825
070826;0;30,75;;;20070826
070827;0;36,4166;;;20070827
070828;0;36,7916;;;20070828
070829;0;42,5;;;20070829
070830;0;56,3333;;;20070830
070831;0;55,7916;;;20070831
070901;0;50,5833;;;20070901
070902;0;39,8333;;;20070902
070903;0;30,6667;;;20070903
070904;0;34,25;;;20070904
070905;0;45,125;;;20070905
070906;0;52,6666;;;20070906
070907;0;40,25;;;20070907
070908;0;20,6667;;;20070908
070909;0;22,5;;;20070909
070910;0;23,25;;;20070910
070911;0;35,375;;;20070911
070912;0;41,9166;;;20070912
070913;0;11,5;;;20070913
070914;0;35,3809;;;20070914
070915;0;18,8333;;;20070915
070916;0;11,8333;;;20070916
070917;0;14,1667;;;20070917
070918;0;25,625;;;20070918
070919;0;12,75;;;20070919
070920;0;11,6667;;;20070920
070921;0;16;;;20070921
070922;0;17,5833;;;20070922
070923;0;26,625;;;20070923
070924;0;28,7083;;;20070924
070925;0;22,75;;;20070925
070926;0;24,25;;;20070926
070927;0;37,0416;;;20070927
070928;0;48,0526;;;20070928
070929;0;41,75;;;20070929
070930;0;20,5833;;;20070930
071001;0;17,3333;;;20071001
