FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;FECHA(YYYYMMDD)
110506;0;37;;;20110506
110507;0;47,375;;;20110507
110508;0;52,5833;;;20110508
110509;0;46,0416;;;20110509
110510;0;41,8333;;;20110510
110511;0;64,875;;;20110511
110512;0;50,9583;;;20110512
110513;0;52,2609;;;20110513
110514;0;54,4166;;;20110514
110515;0;46,5;;;20110515
110516;0;33,7916;;;20110516
110517;0;40,8333;;;20110517
110518;0;42,3333;;;20110518
110519;0;29,8333;;;20110519
110520;0;42,1666;;;20110520
110521;0;39,9166;;;20110521
110522;0;18,4583;;;20110522
110523;0;27,7083;;;20110523
110524;0;31,0833;;;20110524
110525;0;46,5;;;20110525
110526;0;44,1666;;;20110526
110527;0;57,2083;;;20110527
110528;0;78,625;;;20110528
110529;0;51,2083;;;20110529
110530;0;52,5;;;20110530
110531;0;60,25;;;20110531
110601;0;49,9166;;;20110601
110602;0;51,2083;;;20110602
110603;0;56,2916;;;20110603
110604;0;45,7083;;;20110604
110605;0;36,5;;;20110605
110606;0;17,125;;;20110606
110607;0;48,375;;;20110607
110608;0;28,25;;;20110608
110609;0;43,0416;;;20110609
110610;0;40,875;;;20110610
110611;0;35,1364;;;20110611
110612;0;33,0416;;;20110612
110613;0;40,625;;;20110613
110614;0;40;;;20110614
110615;0;48,0833;;;20110615
110616;0;51,7083;;;20110616
110617;0;42,1666;;;20110617
110618;0;26,7083;;;20110618
110619;0;8,5;;;20110619
110620;0;17,25;;;20110620
110621;0;21,125;;;20110621
110622;0;33,375;;;20110622
110623;0;37,75;;;20110623
110624;0;43,625;;;20110624
110625;0;70,5833;;;20110625
110626;0;50,9583;;;20110626
110627;0;40,25;;;20110627
110628;0;55,2083;;;20110628
110629;0;59,4166;;;20110629
110630;0;10,8333;;;20110630
110701;0;39,0416;;;20110701
110702;0;50,9166;;;20110702
110703;0;48,9583;;;20110703
110704;0;36,875;;;20110704
110705;0;34,3478;;;20110705
110706;0;55,25;;;20110706
110707;0;74,5;;;20110707
110708;0;49,5833;;;20110708
110709;0;51,75;;;20110709
110710;0;38,8333;;;20110710
110711;0;21,5417;;;20110711
110712;0;37,2083;;;20110712
110713;0;36,5;;;20110713
110714;0;28,0454;;;20110714
110715;0;11,3333;;;20110715
110716;0;9,83333;;;20110716
110717;0;23,1667;;;20110717
110718;0;12,6667;;;20110718
110719;0;32,0833;;;20110719
110720;0;42,5416;;;20110720
110721;0;56,2083;;;20110721
110722;0;59,75;;;20110722
110723;0;40,625;;;20110723
110724;0;34,2916;;;20110724
110725;0;12,9167;;;20110725
110726;0;30,3333;;;20110726
110727;0;44,625;;;20110727
110728;0;41,2916;;;20110728
110729;0;9,45833;;;20110729
110730;0;7,66666;;;20110730
110731;0;13,6667;;;20110731
110801;0;19,0833;;;20110801
110802;0;15,5833;;;20110802
110803;0;37,7083;;;20110803
110804;0;54,5416;;;20110804
110805;0;83,875;;;20110805
110806;0;65,7916;;;20110806
110807;0;43,75;;;20110807
110808;0;26,6667;;;20110808
110809;0;32,7916;;;20110809
110810;0;25,7917;;;20110810
110811;0;19,6667;;;20110811
110812;0;18;;;20110812
110813;0;11,5;;;20110813
110814;0;27,625;;;20110814
110815;0;11,3333;;;20110815
110816;0;8,41666;;;20110816
110817;0;;;18,1597;20110817
110818;0;12,1667;;;20110818
110819;0;25,9583;;;20110819
110820;0;34,875;;;20110820
110821;0;35,9166;;;20110821
110822;0;31,0435;;;20110822
110823;0;40,5833;;;20110823
110824;0;26,2083;;;20110824
110825;0;64,25;;;20110825
110826;0;41,5416;;;20110826
110827;0;9,16666;;;20110827
110828;0;17,0417;;;20110828
110829;0;14,1667;;;20110829
110830;0;29,1667;;;20110830
110831;0;33,3333;;;20110831
110901;0;27,5417;;;20110901
110902;0;24,1304;;;20110902
110903;0;11;;;20110903
110904;0;6,08333;;;20110904
110905;0;18,6667;;;20110905
110906;0;27,2083;;;20110906
110907;0;20,4583;;;20110907
110908;0;26,4583;;;20110908
110909;0;20,0833;;;20110909
110910;0;20;;;20110910
110911;0;32,1666;;;20110911
110912;0;44,625;;;20110912
110913;0;30,2609;;;20110913
110914;0;26,375;;;20110914
110915;0;30,7083;;;20110915
110916;0;18,625;;;20110916
110917;0;;;;20110917
110918;0;19,2083;;;20110918
110919;0;31,4167;;;20110919
110920;0;31,125;;;20110920
110921;0;25,875;;;20110921
110922;0;12,125;;;20110922
110923;0;27,9167;;;20110923
110924;0;31,8947;;;20110924
110925;0;;;;20110925
110926;0;27,125;;;20110926
110927;0;27,25;;;20110927
110928;0;16,0833;;;20110928
110929;0;17,4583;;;20110929
110930;0;20,1667;;;20110930
111001;0;14,625;;;20111001
111002;0;23,125;;;20111002
111003;0;20,1667;;;20111003
111004;0;16,2727;;;20111004
111005;0;20,4167;;;20111005
111006;0;15,2083;;;20111006
111007;0;5,625;;;20111007
111008;0;7,70833;;;20111008
111009;0;16,75;;;20111009
111010;0;12,125;;;20111010
111011;0;8,41666;;;20111011
111012;0;7,41666;;;20111012
111013;0;10,625;;;20111013
111014;0;10,875;;;20111014
111015;0;13,875;;;20111015
111016;0;19,0417;;;20111016
111017;0;16,0833;;;20111017
111018;0;17,5;;;20111018
111019;0;20,125;;;20111019
111020;0;19,75;;;20111020
111021;0;19,5833;;;20111021
111022;0;15,5417;;;20111022
111023;0;19,7917;;;20111023
111024;0;20,125;;;20111024
111025;0;19,8261;;;20111025
111026;0;18,875;;;20111026
111027;0;23,875;;;20111027
111028;0;20,25;;;20111028
111029;0;20;;;20111029
111030;0;24,7917;;;20111030
111031;0;33,7916;;;20111031
111101;0;35,75;;;20111101
111102;0;31,5;;;20111102
111103;0;20,1579;;;20111103
111104;0;11,1;;;20111104
111105;0;17,5417;;;20111105
111106;0;15,4762;;;20111106
111107;0;14,2917;;;20111107
111108;0;12,625;;;20111108
111109;0;8,91666;;;20111109
111110;0;16,0833;;;20111110
111111;0;21,2917;;;20111111
111112;0;15,7917;;;20111112
111113;0;15,9583;;;20111113
111114;0;18,25;;;20111114
111115;0;23,2917;;;20111115
111116;0;21,875;;;20111116
111117;0;18,1667;;;20111117
111118;0;11,6667;;;20111118
111119;0;9,20833;;;20111119
111120;0;8,25;;;20111120
111121;0;13,0833;;;20111121
111122;0;17,5833;;;20111122
111123;0;12,6667;;;20111123
111124;0;15,4583;;;20111124
111125;0;17,2917;;;20111125
111126;0;19,375;;;20111126
111127;0;15,4167;;;20111127
111128;0;20,7917;;;20111128
111129;0;18,3333;;;20111129
111130;0;25,5833;;;20111130
111201;0;27,875;;;20111201
111202;0;23,1667;;;20111202
111203;0;28,5833;;;20111203
111204;0;28,6087;;;20111204
111205;0;18,5714;;;20111205
111206;0;18,5417;;;20111206
111207;0;22,8333;;;20111207
111208;0;28,75;;;20111208
111209;0;25,4167;;;20111209
111210;0;20;;;20111210
111211;0;14,25;;;20111211
111212;0;24,2083;;;20111212
111213;0;31,8182;;;20111213
111214;0;20,7368;;;20111214
111215;0;;;11,7569;20111215
111216;0;24,0555;;;20111216
111217;0;16,4167;;;20111217
111218;0;14,625;;;20111218
111219;0;11,75;;;20111219
111220;0;19;;;20111220
111221;0;15,5833;;;20111221
111222;0;24,5;;;20111222
111223;0;21,7083;;;20111223
111224;0;29,6667;;;20111224
111225;0;29,875;;;20111225
111226;0;28,5417;;;20111226
111227;0;55,8333;;;20111227
111228;0;44,375;;;20111228
111229;0;46;;;20111229
111230;0;31,3182;;;20111230
111231;0;24,9167;;;20111231
120101;0;26,0208;;;20120101
120102;0;27,1667;;;20120102
120103;0;28,4792;;;20120103
120104;0;28,0417;;;20120104
120105;0;27,5833;;;20120105
120106;0;19,9792;;;20120106
120107;0;14,375;;;20120107
120108;0;11,1458;;;20120108
120109;0;8,8125;;;20120109
120110;0;9,91666;;;20120110
120111;0;17,8571;;;20120111
120112;0;20,5625;;;20120112
120113;0;20,6875;;;20120113
120114;0;17,0625;;;20120114
120115;0;15,25;;;20120115
120116;0;14,1458;;;20120116
120117;0;13,2083;;;20120117
120118;0;17,4375;;;20120118
120119;0;20,6667;;;20120119
120120;0;17,8333;;;20120120
120121;0;13,0417;;;20120121
120122;0;9,58333;;;20120122
120123;0;6,8125;;;20120123
120124;0;14,0625;;;20120124
120125;0;18,125;;;20120125
120126;0;17,0625;;;20120126
120127;0;17,4583;;;20120127
120128;0;14,9545;;;20120128
120129;0;11;;;20120129
120130;0;12,125;;;20120130
120131;0;11,875;;;20120131
120201;0;14,1667;;;20120201
120202;0;20,125;;;20120202
120203;0;25,0417;;;20120203
120204;0;30,8542;;;20120204
120205;0;22,6875;;;20120205
120206;0;19,6042;;;20120206
120207;0;;;27,125;20120207
120208;0;91,5;;;20120208
120209;0;41,9375;;;20120209
120210;0;34,45;;;20120210
120211;0;41,8958;;;20120211
120212;0;24,0625;;;20120212
120213;0;;;17,5327;20120213
120214;0;;;;20120214
120215;0;15,25;;;20120215
120216;0;17,325;;;20120216
120217;0;15,4375;;;20120217
120218;0;9,375;;;20120218
120219;0;8,85416;;;20120219
120220;0;12,8958;;;20120220
120221;0;15,1667;;;20120221
120222;0;17,8333;;;20120222
120223;0;21,3125;;;20120223
120224;0;20,625;;;20120224
120225;0;17,7708;;;20120225
120226;0;14,5208;;;20120226
120227;0;15,4792;;;20120227
120228;0;9;;;20120228
120229;0;10,9375;;;20120229
120301;0;18,125;;;20120301
120302;0;19,4167;;;20120302
120303;0;;;140,098;20120303
120304;0;12,3125;;;20120304
120305;0;10,8542;;;20120305
120306;0;15,7292;;;20120306
120307;0;20,5833;;;20120307
120308;0;25,9167;;;20120308
120309;0;32,5208;;;20120309
120310;0;28,0625;;;20120310
120311;0;19,25;;;20120311
120312;0;;;10,9757;20120312
120313;0;18,4782;;;20120313
120314;0;28,7917;;;20120314
120315;0;;;;20120315
120316;0;23,0417;;;20120316
120317;0;18,4792;;;20120317
120318;0;12,625;;;20120318
120319;0;11,3125;;;20120319
120320;0;13,4583;;;20120320
120321;0;20,0833;;;20120321
120322;0;22,625;;;20120322
120323;0;28,7292;;;20120323
120324;0;33,8958;;;20120324
120325;0;21,7917;;;20120325
120326;0;23,8333;;;20120326
120327;0;25,5625;;;20120327
120328;0;32,5625;;;20120328
120329;0;33,75;;;20120329
120330;0;37,9583;;;20120330
120331;0;36,125;;;20120331
120401;0;33,4166;;;20120401
120402;0;28,0833;;;20120402
120403;0;27,3958;;;20120403
120404;0;25,6458;;;20120404
120405;0;28,9167;;;20120405
120406;0;23,8125;;;20120406
120407;0;16,625;;;20120407
120408;0;24,1667;;;20120408
120409;0;20,2083;;;20120409
120410;0;26,9792;;;20120410
120411;0;29,7708;;;20120411
120412;0;32,5;;;20120412
120413;0;21,0208;;;20120413
120414;0;22,7708;;;20120414
120415;0;27,1458;;;20120415
120416;0;22,1667;;;20120416
120417;0;32,5416;;;20120417
120418;0;27,8542;;;20120418
120419;0;32,3958;;;20120419
120420;0;32,0416;;;20120420
120421;0;43,875;;;20120421
120422;0;38,2916;;;20120422
120423;0;30,9167;;;20120423
120424;0;24,3542;;;20120424
120425;0;24,8542;;;20120425
120426;0;27,9792;;;20120426
120427;0;15,375;;;20120427
120428;0;28,7174;;;20120428
120429;0;29,6087;;;20120429
120430;0;33,8125;;;20120430
120501;0;39,9166;;;20120501
120502;0;45,1041;;;20120502
120503;0;59,7708;;;20120503
120504;0;50,5;;;20120504
120505;0;45,9583;;;20120505
120506;0;28,1905;;;20120506
120507;0;29,2708;;;20120507
120508;0;26,2917;;;20120508
120509;0;26,3333;;;20120509
120510;0;35,5208;;;20120510
120511;0;45,125;;;20120511
120512;0;48,0416;;;20120512
120513;0;28,3333;;;20120513
120514;0;50,0833;;;20120514
120515;0;38,1458;;;20120515
120516;0;31,9167;;;20120516
120517;0;23,1667;;;20120517
120518;0;29,875;;;20120518
120519;0;49,5208;;;20120519
120520;0;50,3958;;;20120520
120521;0;41,0416;;;20120521
120522;0;43,1458;;;20120522
120523;0;49,0833;;;20120523
120524;0;53,125;;;20120524
120525;0;46,3125;;;20120525
120526;0;15,6667;;;20120526
120527;0;13,9375;;;20120527
120528;0;22,8958;;;20120528
120529;0;32,6458;;;20120529
120530;0;48,2291;;;20120530
120531;0;75,625;;;20120531
120601;0;64,3541;;;20120601
120602;0;30,8542;;;20120602
120603;0;14,2917;;;20120603
120604;0;17,5682;;;20120604
120605;0;35,2916;;;20120605
120606;0;49,8541;;;20120606
120607;0;50,6041;;;20120607
120608;0;38,1458;;;20120608
120609;0;34,9375;;;20120609
120610;0;66,7916;;;20120610
120611;0;49,5208;;;20120611
120612;0;14,9792;;;20120612
120613;0;15;;;20120613
120614;0;58,8541;;;20120614
120615;0;33,2708;;;20120615
120616;0;16,3542;;;20120616
120617;0;11,3333;;;20120617
120618;0;19,4583;;;20120618
120619;0;18,2083;;;20120619
120620;0;19,3542;;;20120620
120621;0;27,625;;;20120621
120622;0;50,5625;;;20120622
120623;0;48,0833;;;20120623
120624;0;42,5208;;;20120624
120625;0;53,4166;;;20120625
120626;0;37,2916;;;20120626
120627;0;28,1667;;;20120627
120628;0;45,3541;;;20120628
120629;0;31,7708;;;20120629
120630;0;32,4166;;;20120630
120701;0;8,1875;;;20120701
120702;0;7,47916;;;20120702
120703;0;21;;;20120703
120704;0;31,5417;;;20120704
120705;0;46,7083;;;20120705
120706;0;71,25;;;20120706
120707;0;55,9375;;;20120707
120708;0;47,6666;;;20120708
120709;0;45,1739;;;20120709
120710;0;57,5435;;;20120710
120711;0;50,7708;;;20120711
120712;0;50,5208;;;20120712
120713;0;61,3958;;;20120713
120714;0;37,2708;;;20120714
120715;0;45,0833;;;20120715
120716;0;35,625;;;20120716
120717;0;37,0416;;;20120717
120718;0;51,625;;;20120718
120719;0;62,5833;;;20120719
120720;0;51,0625;;;20120720
120721;0;50,1458;;;20120721
120722;0;52,375;;;20120722
120723;0;32,0416;;;20120723
120724;0;28,5;;;20120724
120725;0;36,125;;;20120725
120726;0;43,2708;;;20120726
120727;0;49,5208;;;20120727
120728;0;49,1875;;;20120728
120729;0;43,9583;;;20120729
120730;0;38,7083;;;20120730
120731;0;36,1458;;;20120731
120801;0;33,125;;;20120801
120802;0;19,2083;;;20120802
120803;0;20,6042;;;20120803
120804;0;38,4166;;;20120804
120805;0;30,0625;;;20120805
120806;0;18,2292;;;20120806
120807;0;25,25;;;20120807
120808;0;40,7291;;;20120808
120809;0;43,7083;;;20120809
120810;0;55,2708;;;20120810
120811;0;38,75;;;20120811
120812;0;53,8958;;;20120812
120813;0;56,8043;;;20120813
120814;0;52,4375;;;20120814
120815;0;31,6458;;;20120815
120816;0;16,2292;;;20120816
120817;0;14,9091;;;20120817
120818;0;24,3958;;;20120818
120819;0;39,2083;;;20120819
120820;0;32,6458;;;20120820
120821;0;30,1667;;;20120821
120822;0;13,625;;;20120822
120823;0;10,625;;;20120823
120824;0;24,1875;;;20120824
120825;0;29,2083;;;20120825
120826;0;38,9791;;;20120826
120827;0;39,9791;;;20120827
120828;0;44,9583;;;20120828
120829;0;41,0625;;;20120829
120830;0;38,5833;;;20120830
120831;0;41,7291;;;20120831
120901;0;35,5416;;;20120901
120902;0;32,6666;;;20120902
120903;0;22,5833;;;20120903
120904;0;17,2708;;;20120904
120905;0;26,1875;;;20120905
120906;0;13,8958;;;20120906
120907;0;28,125;;;20120907
120908;0;21,9167;;;20120908
120909;0;32,6666;;;20120909
120910;0;29,125;;;20120910
120911;0;28,5625;;;20120911
120912;0;50,5;;;20120912
120913;0;35,7708;;;20120913
120914;0;18,9375;;;20120914
120915;0;16,6667;;;20120915
120916;0;16,9792;;;20120916
120917;0;13;;;20120917
120918;0;12,2292;;;20120918
120919;0;34,9375;;;20120919
120920;0;10,5417;;;20120920
120921;0;22,2917;;;20120921
120922;0;27,8125;;;20120922
120923;0;13,25;;;20120923
120924;0;14,8182;;;20120924
120925;0;23,1875;;;20120925
120926;0;23,0417;;;20120926
120927;0;9,41666;;;20120927
120928;0;16,5417;;;20120928
120929;0;22,4792;;;20120929
120930;0;9,25;;;20120930
121001;0;14,9792;;;20121001
121002;0;17,7083;;;20121002
121003;0;16,375;;;20121003
121004;0;13,375;;;20121004
121005;0;23,0208;;;20121005
121006;0;15,3333;;;20121006
121007;0;11,0833;;;20121007
121008;0;7,60416;;;20121008
121009;0;15,7917;;;20121009
121010;0;23,1875;;;20121010
121011;0;22,125;;;20121011
121012;0;17,6458;;;20121012
121013;0;18,0625;;;20121013
121014;0;11,8542;;;20121014
121015;0;10,0625;;;20121015
121016;0;17,0417;;;20121016
121017;0;18,9167;;;20121017
121018;0;19,3333;;;20121018
121019;0;14,8542;;;20121019
121020;0;18,9375;;;20121020
121021;0;7,60416;;;20121021
121022;0;6,79166;;;20121022
121023;0;12,8958;;;20121023
121024;0;;12,1739;;20121024
121025;0;10,8636;;;20121025
121026;0;13,5;;;20121026
121027;0;15,5208;;;20121027
121028;0;16,3542;;;20121028
121029;0;15;;;20121029
121030;0;17,5;;;20121030
121031;0;15,875;;;20121031
121101;0;15,7708;;;20121101
121102;0;15,5625;;;20121102
121103;0;14,6042;;;20121103
121104;0;15,0208;;;20121104
121105;0;17,3333;;;20121105
121106;0;20,7292;;;20121106
121107;0;18;;;20121107
121108;0;16,3125;;;20121108
121109;0;14,4375;;;20121109
121110;0;11,6458;;;20121110
121111;0;20,2292;;;20121111
121112;0;20,8542;;;20121112
121113;0;21,5417;;;20121113
121114;0;18,9583;;;20121114
121115;0;21,9583;;;20121115
121116;0;14,5;;;20121116
121117;0;13,9583;;;20121117
121118;0;15,1875;;;20121118
121119;0;17,9583;;;20121119
121120;0;21,3958;;;20121120
121121;0;18,25;;;20121121
121122;0;14,5625;;;20121122
121123;0;16,1042;;;20121123
121124;0;21,5208;;;20121124
121125;0;21,7708;;;20121125
121126;0;19,5;;;20121126
121127;0;22,125;;;20121127
121128;0;20,625;;;20121128
121129;0;11,625;;;20121129
121130;0;21,6875;;;20121130
121201;0;19,625;;;20121201
121202;0;23,0417;;;20121202
121203;0;8,91666;;;20121203
121204;0;13,5208;;;20121204
121205;0;15,4583;;;20121205
121206;0;12,2708;;;20121206
121207;0;18,1667;;;20121207
121208;0;27,25;;;20121208
121209;0;28,2083;;;20121209
121210;0;14,0833;;;20121210
121211;0;19,2292;;;20121211
121212;0;23,6522;;;20121212
121213;0;17,1875;;;20121213
121214;0;26,3333;;;20121214
121215;0;19,7708;;;20121215
121216;0;19,5833;;;20121216
121217;0;21,7273;;;20121217
121218;0;;15,875;;20121218
121219;0;7,79166;;;20121219
121220;0;11,0208;;;20121220
121221;0;16,5;;;20121221
121222;0;16,1667;;;20121222
121223;0;11,3958;;;20121223
121224;0;8,75;;;20121224
121225;0;5,83333;;;20121225
121226;0;16,5834;;;20121226
121227;0;22,3125;;;20121227
121228;0;19,5625;;;20121228
121229;0;18,9584;;;20121229
121230;0;17,4584;;;20121230
121231;0;20,5209;;;20121231
130101;0;30,5417;;;20130101
130102;0;14,75;;;20130102
130103;0;18,0417;;;20130103
130104;0;17,9375;;;20130104
130105;0;12,5625;;;20130105
130106;0;16,4474;;;20130106
130107;0;10,6875;;;20130107
130108;0;18,6875;;;20130108
130109;0;21,3125;;;20130109
130110;0;22,7083;;;20130110
130111;0;20,1667;;;20130111
130112;0;19,125;;;20130112
130113;0;14,3542;;;20130113
130114;0;13,2083;;;20130114
130115;0;15,9792;;;20130115
130116;0;18,5625;;;20130116
130117;0;19,7292;;;20130117
130118;0;15,6042;;;20130118
130119;0;17,6667;;;20130119
130120;0;15;;;20130120
130121;0;18,0417;;;20130121
130122;0;18,3958;;;20130122
130123;0;23,25;;;20130123
130124;0;20,1042;;;20130124
130125;0;20,3542;;;20130125
130126;0;19,6042;;;20130126
130127;0;16,5208;;;20130127
130128;0;12,0625;;;20130128
130129;0;14,2083;;;20130129
130130;0;14,8958;;;20130130
130131;0;16,8542;;;20130131
130201;0;22,6875;;;20130201
130202;0;20,0417;;;20130202
130203;0;15,1042;;;20130203
130204;0;19,75;;;20130204
130205;0;20,3125;;;20130205
130206;0;18,9375;;;20130206
130207;0;15,4583;;;20130207
130208;0;12,9375;;;20130208
130209;0;10,0208;;;20130209
130210;0;9,64583;;;20130210
130211;0;10,7083;;;20130211
130212;0;11,9375;;;20130212
130213;0;14,3333;;;20130213
130214;0;17,7083;;;20130214
130215;0;22,6042;;;20130215
130216;0;12,5625;;;20130216
130217;0;6,8125;;;20130217
130218;0;10,1458;;;20130218
130219;0;13,1458;;;20130219
130220;0;17,0417;;;20130220
130221;0;19,6458;;;20130221
130222;0;20,875;;;20130222
130223;0;14,7292;;;20130223
130224;0;11,7917;;;20130224
130225;0;17,9167;;;20130225
130226;0;21,3333;;;20130226
130227;0;21,3333;;;20130227
130228;0;17,2292;;;20130228
130301;0;10,6042;;;20130301
130302;0;14,2083;;;20130302
130303;0;19,5625;;;20130303
130304;0;21,5833;;;20130304
130305;0;19,5;;;20130305
130306;0;12,625;;;20130306
130307;0;20,8958;;;20130307
130308;0;23,3333;;;20130308
130309;0;22,4167;;;20130309
130310;0;17,4375;;;20130310
130311;0;13,1458;;;20130311
130312;0;15,75;;;20130312
130313;0;16,3958;;;20130313
130314;0;24,6667;;;20130314
130315;0;27,45;;;20130315
130316;0;37,4375;;;20130316
130317;0;22,3333;;;20130317
130318;0;26,375;;;20130318
130319;0;26,2292;;;20130319
130320;0;18,8333;;;20130320
130321;0;22,2292;;;20130321
130322;0;22,7292;;;20130322
130323;0;25,4792;;;20130323
130324;0;23,0417;;;20130324
130325;0;20,1667;;;20130325
130326;0;27,6458;;;20130326
130327;0;;;;20130327
130328;0;;;;20130328
130329;0;30,9167;;;20130329
130330;0;23,3542;;;20130330
130331;0;16,125;;;20130331
130401;0;13,25;;;20130401
130402;0;20,3958;;;20130402
130403;0;28,75;;;20130403
130404;0;34,25;;;20130404
130405;0;33,75;;;20130405
130406;0;34,5;;;20130406
130407;0;33,6875;;;20130407
130408;0;31,8542;;;20130408
130409;0;26,0833;;;20130409
130410;0;22,9792;;;20130410
130411;0;22;;;20130411
130412;0;28,1875;;;20130412
130413;0;39,9583;;;20130413
130414;0;43,1458;;;20130414
130415;0;34,3125;;;20130415
130416;0;40,25;;;20130416
130417;0;41,7708;;;20130417
130418;0;39,5625;;;20130418
130419;0;25,9375;;;20130419
130420;0;19,0833;;;20130420
130421;0;22,4375;;;20130421
130422;0;23,0417;;;20130422
130423;0;36,0417;;;20130423
130424;0;38,5208;;;20130424
130425;0;30,7292;;;20130425
130426;0;25,9167;;;20130426
130427;0;35,7292;;;20130427
130428;0;40,3542;;;20130428
130429;0;32,7917;;;20130429
130430;0;29,3125;;;20130430
130501;0;27,7708;;;20130501
130502;0;34,3958;;;20130502
130503;0;12,4375;;;20130503
130504;0;24,6875;;;20130504
130505;0;31,6042;;;20130505
130506;0;29,9792;;;20130506
130507;0;29,1875;;;20130507
130508;0;33,7292;;;20130508
130509;0;38,6875;;;20130509
130510;0;23,6458;;;20130510
130511;0;26,4792;;;20130511
130512;0;50,8958;;;20130512
130513;0;30,7727;;;20130513
130514;0;31,0833;;;20130514
130515;0;38,5833;;;20130515
130516;0;40,2083;;;20130516
130517;0;58,2917;;;20130517
130518;0;22,25;;;20130518
130519;0;19,0833;;;20130519
130520;0;31,125;;;20130520
130521;0;32,625;;;20130521
130522;0;44,9375;;;20130522
130523;0;43,2083;;;20130523
130524;0;61,9792;;;20130524
130525;0;47,9375;;;20130525
130526;0;40,2083;;;20130526
130527;0;15,4792;;;20130527
130528;0;4,3125;;;20130528
130529;0;21,6042;;;20130529
130530;0;36,3958;;;20130530
130531;0;22,3125;;;20130531
130601;0;25,5208;;;20130601
130602;0;41,125;;;20130602
130603;0;43,3542;;;20130603
130604;0;37,8542;;;20130604
130605;0;41,2917;;;20130605
130606;0;49,2292;;;20130606
130607;0;53,2917;;;20130607
130608;0;56,9167;;;20130608
130609;0;64,2708;;;20130609
130610;0;41,9792;;;20130610
130611;0;56,1875;;;20130611
130612;0;60,1458;;;20130612
130613;0;53,2708;;;20130613
130614;0;50,875;;;20130614
130615;0;37,4375;;;20130615
130616;0;34,1875;;;20130616
130617;0;32,7708;;;20130617
130618;0;59,625;;;20130618
130619;0;49,9565;;;20130619
130620;0;57,4792;;;20130620
130621;0;63,4375;;;20130621
130622;0;40,6875;;;20130622
130623;0;32,7083;;;20130623
130624;0;26,7609;;;20130624
130625;0;39,1667;;;20130625
130626;0;46,9792;;;20130626
130627;0;16,1042;;;20130627
130628;0;20,9792;;;20130628
130629;0;34,3333;;;20130629
130630;0;40,2917;;;20130630
130701;0;38,8958;;;20130701
130702;0;38,1667;;;20130702
130703;0;42,2708;;;20130703
130704;0;30,6875;;;20130704
130705;0;51,0208;;;20130705
130706;0;51,7917;;;20130706
130707;0;63,1042;;;20130707
130708;0;49,6042;;;20130708
130709;0;55;;;20130709
130710;0;52,6875;;;20130710
130711;0;37,0833;;;20130711
130712;0;37;;;20130712
130713;0;52,1875;;;20130713
130714;0;44,4583;;;20130714
130715;0;37,3958;;;20130715
130716;0;41,8333;;;20130716
130717;0;38,8958;;;20130717
130718;0;30,8125;;;20130718
130719;0;19,5625;;;20130719
130720;0;19,75;;;20130720
130721;0;14,8333;;;20130721
130722;0;29,2083;;;20130722
130723;0;43,4792;;;20130723
130724;0;50,7083;;;20130724
130725;0;41,875;;;20130725
130726;0;31,8864;;;20130726
130727;0;39,2708;;;20130727
130728;0;49,8333;;;20130728
130729;0;34,6042;;;20130729
130730;0;13,4167;;;20130730
130731;0;29,4792;;;20130731
130801;0;29,25;;;20130801
130802;0;31,1458;;;20130802
130803;0;33,0417;;;20130803
130804;0;53,3333;;;20130804
130805;0;35,75;;;20130805
130806;0;67,6667;;;20130806
130807;0;7,875;;;20130807
130808;0;13,6458;;;20130808
130809;0;30,7917;;;20130809
130810;0;42,4792;;;20130810
130811;0;67,0208;;;20130811
130812;0;28,6875;;;20130812
130813;0;23,1458;;;20130813
130814;0;46,6458;;;20130814
130815;0;36,6667;;;20130815
130816;0;43,1667;;;20130816
130817;0;41,125;;;20130817
130818;0;38,875;;;20130818
130819;0;41,375;;;20130819
130820;0;33,2708;;;20130820
130821;0;26,0625;;;20130821
130822;0;31,4792;;;20130822
130823;0;37,2292;;;20130823
130824;0;25,375;;;20130824
130825;0;39,6667;;;20130825
130826;0;37,7708;;;20130826
130827;0;38,5;;;20130827
130828;0;35,7083;;;20130828
130829;0;23,5833;;;20130829
130830;0;30,0833;;;20130830
130831;0;28,7917;;;20130831
130901;0;36,75;;;20130901
130902;0;44,4375;;;20130902
130903;0;38,2708;;;20130903
130904;0;30,9565;;;20130904
130905;0;19,875;;;20130905
130906;0;33,6458;;;20130906
130907;0;30,6875;;;20130907
130908;0;38,9583;;;20130908
130909;0;28,0625;;;20130909
130910;0;19,1522;;;20130910
130911;0;10,2917;;;20130911
130912;0;8,70833;;;20130912
130913;0;21,75;;;20130913
130914;0;18,9375;;;20130914
130915;0;8,16667;;;20130915
130916;0;10,6667;;;20130916
130917;0;21,0833;;;20130917
130918;0;29,6667;;;20130918
130919;0;28,8958;;;20130919
130920;0;14,1042;;;20130920
130921;0;7,91667;;;20130921
130922;0;18,75;;;20130922
130923;0;26,6875;;;20130923
130924;0;28,1667;;;20130924
130925;0;27,5417;;;20130925
130926;0;24,1042;;;20130926
130927;0;23,0417;;;20130927
130928;0;14,3333;;;20130928
130929;0;21,375;;;20130929
130930;0;19;;;20130930
131001;0;16,8333;;;20131001
131002;0;15,7708;;;20131002
131003;0;13,7292;;;20131003
131004;0;23,1458;;;20131004
131005;0;22,125;;;20131005
131006;0;17,3542;;;20131006
131007;0;17,0833;;;20131007
131008;0;18,0625;;;20131008
